Campaign_Name,Ad_Set_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Reach,Frequency,Clicks,CTR,Link_Clicks,CPC,Spend,Conversions,Revenue,ROAS,AOV,Video_Views,Video_Avg_Watch_Time,Engagement,Post_Reactions,Post_Comments,Post_Shares
Holiday_Campaign_2024,Engagement_Set,Instagram_Explore_Ad,2024-07-06,Brand_Awareness,Instagram_Explore,Mobile,18-24,Female,2188749,1730235,1.27,42785,1.95,37924,2.41,103010.16,2679,460890.67,4.47,172.04,0,0.0,13051,5754,1059,505
Holiday_Campaign_2024,Conversion_Set,Facebook_Feed_Ad,2024-07-06,Traffic,Facebook_Feed,Desktop,25-34,Female,493340,388369,1.27,9687,1.96,8699,2.42,23410.61,823,128231.02,5.48,155.81,0,0.0,1753,810,189,61
Black_Friday_2024,Lookalike_Set,Instagram_Feed_Ad,2024-07-06,Brand_Awareness,Instagram_Feed,Desktop,25-34,Male,875819,703092,1.25,19450,2.22,15756,2.37,46007.17,1829,244709.35,5.32,133.79,0,0.0,3160,1853,286,120
Black_Friday_2024,Engagement_Set,Instagram_Reels_Ad,2024-07-06,Traffic,Instagram_Reels,Mobile,18-24,Female,1584245,1251981,1.27,26393,1.67,21399,1.97,52088.94,2734,348446.7,6.69,127.45,1060866,22.6,6243,3709,791,384
Black_Friday_2024,Lookalike_Set,Facebook_Feed_Ad,2024-07-06,Conversions,Facebook_Feed,Mobile,45-54,Male,1410053,1085893,1.3,32615,2.31,30417,1.92,62580.78,3025,410342.67,6.56,135.65,0,0.0,5678,2749,667,277
Cyber_Monday_2024,Conversion_Set,Instagram_Reels_Ad,2024-07-06,Conversions,Instagram_Reels,Desktop,25-34,Male,1910397,1574690,1.21,35895,1.88,31214,2.08,74712.39,2686,419948.48,5.62,156.35,1459257,18.5,11090,4633,916,555
Cyber_Monday_2024,Lookalike_Set,Instagram_Feed_Ad,2024-07-06,Traffic,Instagram_Feed,Mobile,25-34,Female,1384110,986771,1.4,27971,2.02,21468,1.99,55740.63,2256,336691.43,6.04,149.24,0,0.0,8688,4596,824,546
Cyber_Monday_2024,Lookalike_Set,Facebook_Marketplace_Ad,2024-07-06,Traffic,Facebook_Marketplace,Mobile,45-54,Male,2196918,1548830,1.42,34206,1.56,30097,2.25,77055.76,3212,510228.43,6.62,158.85,0,0.0,11809,7053,1204,453
Summer_Sale_2024,Lookalike_Set,Instagram_Stories_Ad,2024-07-06,Traffic,Instagram_Stories,Mobile,25-34,Female,963775,686957,1.4,22482,2.33,20856,2.37,53353.83,1902,271419.96,5.09,142.7,592477,16.4,5213,2868,577,213
Summer_Sale_2024,Awareness_Set,Instagram_Feed_Ad,2024-07-06,Brand_Awareness,Instagram_Feed,Desktop,45-54,Female,1132068,898574,1.26,22311,1.97,19103,2.44,54407.6,1957,273475.1,5.03,139.74,0,0.0,7003,3028,908,270
Summer_Sale_2024,Engagement_Set,Facebook_Feed_Ad,2024-07-06,Conversions,Facebook_Feed,Desktop,25-34,Male,513234,414951,1.24,8693,1.69,7728,2.47,21503.82,845,146618.03,6.82,173.51,0,0.0,2249,1219,173,106
Back_To_School_2024,Lookalike_Set,Instagram_Stories_Ad,2024-07-06,Traffic,Instagram_Stories,Desktop,25-34,Male,1189754,868697,1.37,25095,2.11,21346,2.33,58432.14,2577,307262.57,5.26,119.23,796219,21.9,5882,2445,609,264
Back_To_School_2024,Awareness_Set,Facebook_Feed_Ad,2024-07-06,Traffic,Facebook_Feed,Desktop,18-24,Female,619464,497030,1.25,12549,2.03,11590,2.47,30987.18,1120,130246.46,4.2,116.29,0,0.0,2963,1302,369,119
Back_To_School_2024,Traffic_Set,Facebook_Marketplace_Ad,2024-07-06,Brand_Awareness,Facebook_Marketplace,Desktop,35-44,Male,1144077,860947,1.33,19632,1.72,15718,2.29,44902.46,1183,141219.12,3.15,119.37,0,0.0,5281,2873,545,251
Spring_Launch_2024,Consideration_Set,Instagram_Reels_Ad,2024-07-06,Brand_Awareness,Instagram_Reels,Mobile,18-24,Female,552454,403190,1.37,13940,2.52,10794,2.35,32795.03,1377,223935.06,6.83,162.63,313711,15.8,3121,1301,370,176
Spring_Launch_2024,Retargeting_Set,Instagram_Stories_Ad,2024-07-06,Conversions,Instagram_Stories,Mobile,25-34,Male,726686,501439,1.45,16432,2.26,14469,2.49,40935.59,953,111825.42,2.73,117.34,448352,14.2,3760,2193,351,226
Spring_Launch_2024,Retargeting_Set,Instagram_Explore_Ad,2024-07-06,Brand_Awareness,Instagram_Explore,Desktop,35-44,Female,712427,498896,1.43,10234,1.44,8399,2.56,26190.92,620,93726.5,3.58,151.17,0,0.0,3458,2032,267,143
Valentine_Day_2024,Engagement_Set,Instagram_Reels_Ad,2024-07-06,Traffic,Instagram_Reels,Desktop,35-44,Female,1279286,946787,1.35,22175,1.73,20243,2.29,50832.82,1895,278282.3,5.47,146.85,695779,17.4,8313,4713,1027,496
Valentine_Day_2024,Lookalike_Set,Facebook_Feed_Ad,2024-07-06,Conversions,Facebook_Feed,Mobile,18-24,Female,1110884,787746,1.41,15593,1.4,12733,1.86,28933.97,1227,190520.45,6.58,155.27,0,0.0,6802,3740,859,249
Valentine_Day_2024,Consideration_Set,Facebook_Marketplace_Ad,2024-07-06,Traffic,Facebook_Marketplace,Desktop,18-24,Female,1119241,866517,1.29,19555,1.75,15802,2.05,40110.84,1348,196354.14,4.9,145.66,0,0.0,5395,2710,595,251
New_Year_2024,Retargeting_Set,Facebook_Feed_Ad,2024-07-06,Conversions,Facebook_Feed,Desktop,35-44,Female,1248539,873890,1.43,22715,1.82,20241,2.43,55104.33,1999,259017.69,4.7,129.57,0,0.0,6572,3378,650,338
New_Year_2024,Retargeting_Set,Instagram_Stories_Ad,2024-07-06,Traffic,Instagram_Stories,Desktop,18-24,Male,1464943,1113090,1.32,33087,2.26,25928,2.42,80059.64,2068,247879.63,3.1,119.86,1133544,22.9,5392,2634,437,267
New_Year_2024,Retargeting_Set,Instagram_Feed_Ad,2024-07-06,Traffic,Instagram_Feed,Mobile,18-24,Male,2070054,1692459,1.22,44736,2.16,36914,2.29,102486.89,3175,535844.02,5.23,168.77,0,0.0,12650,6472,1132,554
Holiday_Campaign_2024,Retargeting_Set,Facebook_Marketplace_Ad,2024-07-07,Brand_Awareness,Facebook_Marketplace,Desktop,45-54,Male,630141,502457,1.25,12227,1.94,10029,2.17,26588.55,1165,143560.18,5.4,123.23,0,0.0,3826,2217,485,179
Holiday_Campaign_2024,Lookalike_Set,Instagram_Stories_Ad,2024-07-07,Brand_Awareness,Instagram_Stories,Mobile,45-54,Male,850592,621821,1.37,15306,1.8,12167,2.29,35118.0,1207,200616.26,5.71,166.21,449408,19.6,4923,2716,606,279
Holiday_Campaign_2024,Engagement_Set,Instagram_Reels_Ad,2024-07-07,Traffic,Instagram_Reels,Mobile,18-24,Male,929220,673590,1.38,18620,2.0,14288,1.77,32885.2,1257,153161.45,4.66,121.85,546060,14.5,3331,1938,234,190
Black_Friday_2024,Awareness_Set,Instagram_Reels_Ad,2024-07-07,Brand_Awareness,Instagram_Reels,Desktop,25-34,Female,1308916,1062623,1.23,32347,2.47,28341,2.35,76066.11,1819,314909.92,4.14,173.12,979378,22.3,7169,3361,886,313
Black_Friday_2024,Awareness_Set,Instagram_Explore_Ad,2024-07-07,Conversions,Instagram_Explore,Mobile,35-44,Male,871604,601371,1.45,21845,2.51,17234,1.96,42770.53,1808,289853.85,6.78,160.32,0,0.0,4670,2084,327,269
Black_Friday_2024,Consideration_Set,Instagram_Feed_Ad,2024-07-07,Traffic,Instagram_Feed,Mobile,45-54,Female,1483638,1181698,1.26,28964,1.95,26607,2.12,61422.97,2351,337776.46,5.5,143.67,0,0.0,7185,3987,730,319
Cyber_Monday_2024,Engagement_Set,Audience_Network_Ad,2024-07-07,Conversions,Audience_Network,Mobile,18-24,Male,791128,538490,1.47,16612,2.1,13357,1.89,31402.62,1451,225645.21,7.19,155.51,0,0.0,4554,2280,563,287
Cyber_Monday_2024,Lookalike_Set,Instagram_Reels_Ad,2024-07-07,Brand_Awareness,Instagram_Reels,Desktop,18-24,Female,1828274,1408390,1.3,32259,1.76,30068,2.0,64558.0,2120,300287.27,4.65,141.64,977721,23.2,9626,4922,1052,480
Cyber_Monday_2024,Lookalike_Set,Instagram_Feed_Ad,2024-07-07,Traffic,Instagram_Feed,Mobile,45-54,Male,686740,526624,1.3,15516,2.26,12969,2.43,37648.33,1037,133600.9,3.55,128.83,0,0.0,2736,1297,330,163
Summer_Sale_2024,Retargeting_Set,Instagram_Explore_Ad,2024-07-07,Traffic,Instagram_Explore,Desktop,18-24,Male,941966,719066,1.31,21335,2.26,17196,1.91,40706.42,2190,332482.13,8.17,151.82,0,0.0,6070,2838,680,252
Summer_Sale_2024,Conversion_Set,Instagram_Reels_Ad,2024-07-07,Conversions,Instagram_Reels,Mobile,18-24,Male,694727,522285,1.33,12390,1.78,9831,1.99,24672.64,715,112152.45,4.55,156.86,450148,13.6,2789,1172,297,105
Summer_Sale_2024,Engagement_Set,Audience_Network_Ad,2024-07-07,Traffic,Audience_Network,Desktop,18-24,Male,654676,443920,1.47,11124,1.7,10194,2.39,26612.03,661,108156.33,4.06,163.63,0,0.0,3259,1855,345,180
Back_To_School_2024,Conversion_Set,Facebook_Marketplace_Ad,2024-07-07,Conversions,Facebook_Marketplace,Mobile,18-24,Male,1781389,1264519,1.41,38277,2.15,32277,1.79,68696.41,2170,266726.11,3.88,122.92,0,0.0,9703,4981,1001,348
Back_To_School_2024,Consideration_Set,Audience_Network_Ad,2024-07-07,Brand_Awareness,Audience_Network,Desktop,25-34,Female,1682607,1369126,1.23,31584,1.88,27517,2.45,77262.06,2957,432071.65,5.59,146.12,0,0.0,10219,4887,1260,431
Back_To_School_2024,Awareness_Set,Instagram_Feed_Ad,2024-07-07,Brand_Awareness,Instagram_Feed,Mobile,35-44,Female,1105082,754735,1.46,26021,2.35,21750,1.96,51043.38,1746,293818.97,5.76,168.28,0,0.0,6632,3387,709,326
Spring_Launch_2024,Traffic_Set,Audience_Network_Ad,2024-07-07,Conversions,Audience_Network,Mobile,35-44,Female,731321,594067,1.23,11340,1.55,9481,2.06,23396.85,906,129143.64,5.52,142.54,0,0.0,3698,1582,372,156
Spring_Launch_2024,Engagement_Set,Facebook_Feed_Ad,2024-07-07,Conversions,Facebook_Feed,Desktop,35-44,Female,1297170,888204,1.46,30031,2.32,25155,2.31,69415.05,2730,424243.0,6.11,155.4,0,0.0,6371,3042,589,345
Spring_Launch_2024,Engagement_Set,Instagram_Reels_Ad,2024-07-07,Traffic,Instagram_Reels,Mobile,18-24,Male,1692938,1358362,1.25,41470,2.45,32926,1.88,77958.86,3577,477426.1,6.12,133.47,888501,22.2,7077,4146,800,409
Valentine_Day_2024,Retargeting_Set,Instagram_Explore_Ad,2024-07-07,Traffic,Instagram_Explore,Desktop,45-54,Female,857443,608895,1.41,17367,2.03,13793,2.03,35233.82,1240,155320.58,4.41,125.26,0,0.0,3528,1967,282,126
Valentine_Day_2024,Lookalike_Set,Facebook_Marketplace_Ad,2024-07-07,Traffic,Facebook_Marketplace,Desktop,25-34,Female,1713299,1407299,1.22,30795,1.8,24179,2.26,69656.47,3064,494761.19,7.1,161.48,0,0.0,9196,4257,942,347
Valentine_Day_2024,Engagement_Set,Facebook_Feed_Ad,2024-07-07,Conversions,Facebook_Feed,Desktop,45-54,Male,1968916,1543166,1.28,50365,2.56,40758,1.78,89460.41,4139,649797.54,7.26,156.99,0,0.0,11559,5071,990,582
New_Year_2024,Awareness_Set,Instagram_Explore_Ad,2024-07-07,Conversions,Instagram_Explore,Mobile,18-24,Female,1627547,1308672,1.24,32038,1.97,28863,2.27,72756.55,2983,403585.08,5.55,135.3,0,0.0,9755,4437,1002,404
New_Year_2024,Engagement_Set,Instagram_Feed_Ad,2024-07-07,Brand_Awareness,Instagram_Feed,Mobile,45-54,Female,586661,423995,1.38,10090,1.72,9377,1.9,19179.73,946,163735.16,8.54,173.08,0,0.0,2088,1127,177,75
New_Year_2024,Conversion_Set,Instagram_Stories_Ad,2024-07-07,Brand_Awareness,Instagram_Stories,Mobile,18-24,Male,1833621,1494919,1.23,25929,1.41,22427,2.2,57075.66,2539,306894.26,5.38,120.87,1278394,19.9,10098,5942,1205,366
Holiday_Campaign_2024,Conversion_Set,Instagram_Feed_Ad,2024-07-08,Brand_Awareness,Instagram_Feed,Desktop,18-24,Male,1904670,1399347,1.36,33754,1.77,28411,2.1,70818.96,2590,447544.72,6.32,172.8,0,0.0,7172,4191,708,385
Holiday_Campaign_2024,Conversion_Set,Facebook_Feed_Ad,2024-07-08,Brand_Awareness,Facebook_Feed,Desktop,18-24,Male,1086541,792163,1.37,20823,1.92,17379,2.09,43515.14,2091,343086.96,7.88,164.08,0,0.0,4158,1753,397,157
Holiday_Campaign_2024,Traffic_Set,Audience_Network_Ad,2024-07-08,Traffic,Audience_Network,Desktop,45-54,Female,615627,428817,1.44,12477,2.03,9560,2.04,25435.67,1104,159057.98,6.25,144.07,0,0.0,3961,2276,362,144
Black_Friday_2024,Engagement_Set,Instagram_Stories_Ad,2024-07-08,Traffic,Instagram_Stories,Desktop,35-44,Female,1651837,1340771,1.23,39392,2.38,30991,2.64,103922.61,2694,425662.47,4.1,158.0,1248935,15.1,10282,4749,1322,446
Black_Friday_2024,Awareness_Set,Instagram_Reels_Ad,2024-07-08,Traffic,Instagram_Reels,Desktop,35-44,Male,1191613,813909,1.46,26824,2.25,22946,2.18,58490.59,1789,280738.03,4.8,156.92,678755,18.6,5075,2999,363,208
Black_Friday_2024,Engagement_Set,Audience_Network_Ad,2024-07-08,Brand_Awareness,Audience_Network,Desktop,35-44,Male,687396,506686,1.36,11543,1.68,9794,2.53,29178.05,1040,155623.31,5.33,149.64,0,0.0,2589,1394,207,151
Cyber_Monday_2024,Retargeting_Set,Audience_Network_Ad,2024-07-08,Conversions,Audience_Network,Mobile,45-54,Male,1486035,1096035,1.36,27054,1.82,24646,1.87,50627.75,2249,279414.8,5.52,124.24,0,0.0,8343,4847,801,414
Cyber_Monday_2024,Traffic_Set,Facebook_Feed_Ad,2024-07-08,Brand_Awareness,Facebook_Feed,Desktop,35-44,Male,1343615,1011941,1.33,26672,1.99,23026,2.37,63119.88,1630,266707.79,4.23,163.62,0,0.0,6458,2676,756,299
Cyber_Monday_2024,Awareness_Set,Instagram_Feed_Ad,2024-07-08,Brand_Awareness,Instagram_Feed,Desktop,25-34,Female,1100583,847522,1.3,27032,2.46,24759,2.6,70357.37,2639,306451.69,4.36,116.12,0,0.0,5107,2878,469,270
Summer_Sale_2024,Consideration_Set,Instagram_Stories_Ad,2024-07-08,Conversions,Instagram_Stories,Mobile,35-44,Male,982762,717174,1.37,24425,2.49,20774,2.17,52978.07,2537,366908.6,6.93,144.62,556620,18.1,5839,3242,685,328
Summer_Sale_2024,Retargeting_Set,Facebook_Marketplace_Ad,2024-07-08,Brand_Awareness,Facebook_Marketplace,Mobile,45-54,Male,766341,616377,1.24,18944,2.47,15117,1.87,35516.23,1947,323908.35,9.12,166.36,0,0.0,4735,2733,485,257
Summer_Sale_2024,Retargeting_Set,Instagram_Feed_Ad,2024-07-08,Traffic,Instagram_Feed,Desktop,35-44,Male,725265,495124,1.46,16641,2.29,14159,2.33,38773.26,1333,192651.9,4.97,144.53,0,0.0,2912,1327,231,119
Back_To_School_2024,Engagement_Set,Instagram_Explore_Ad,2024-07-08,Traffic,Instagram_Explore,Mobile,45-54,Female,2563322,1789114,1.43,44169,1.72,38223,2.3,101454.3,2799,453537.67,4.47,162.04,0,0.0,15009,6715,1310,947
Back_To_School_2024,Awareness_Set,Instagram_Stories_Ad,2024-07-08,Traffic,Instagram_Stories,Mobile,35-44,Male,2320101,1808912,1.28,34770,1.5,29071,2.25,78308.49,2259,320771.54,4.1,142.0,1569007,16.1,13555,7700,1212,815
Back_To_School_2024,Traffic_Set,Audience_Network_Ad,2024-07-08,Conversions,Audience_Network,Mobile,35-44,Female,454819,364155,1.25,7201,1.58,5610,2.32,16740.61,566,95460.23,5.7,168.66,0,0.0,2087,954,208,101
Spring_Launch_2024,Awareness_Set,Facebook_Marketplace_Ad,2024-07-08,Conversions,Facebook_Marketplace,Desktop,25-34,Female,834663,650253,1.28,19293,2.31,17556,2.62,50472.68,1327,209046.85,4.14,157.53,0,0.0,3908,2092,385,253
Spring_Launch_2024,Conversion_Set,Instagram_Explore_Ad,2024-07-08,Conversions,Instagram_Explore,Desktop,35-44,Female,2169420,1774311,1.22,52108,2.4,47860,2.48,129055.3,4066,531034.77,4.11,130.6,0,0.0,10003,4041,1014,501
Spring_Launch_2024,Conversion_Set,Instagram_Feed_Ad,2024-07-08,Conversions,Instagram_Feed,Mobile,25-34,Female,751251,616855,1.22,18734,2.49,14846,2.08,39053.21,1430,195782.6,5.01,136.91,0,0.0,4428,2235,461,268
Valentine_Day_2024,Awareness_Set,Facebook_Marketplace_Ad,2024-07-08,Conversions,Facebook_Marketplace,Mobile,35-44,Female,1264555,878652,1.44,28537,2.26,23943,2.02,57624.51,1666,240337.95,4.17,144.26,0,0.0,5774,2600,644,335
Valentine_Day_2024,Engagement_Set,Audience_Network_Ad,2024-07-08,Brand_Awareness,Audience_Network,Desktop,25-34,Male,549965,375305,1.47,13300,2.42,10197,2.58,34375.96,1145,154193.84,4.49,134.67,0,0.0,2331,936,196,91
Valentine_Day_2024,Lookalike_Set,Instagram_Explore_Ad,2024-07-08,Conversions,Instagram_Explore,Desktop,45-54,Male,824792,577339,1.43,16779,2.03,14519,2.02,33931.78,967,114261.42,3.37,118.16,0,0.0,2951,1616,262,173
New_Year_2024,Awareness_Set,Instagram_Reels_Ad,2024-07-08,Brand_Awareness,Instagram_Reels,Desktop,18-24,Male,1337249,993508,1.35,26951,2.02,23884,2.0,53920.39,1666,246986.71,4.58,148.25,809054,17.4,7275,3628,780,373
New_Year_2024,Consideration_Set,Instagram_Explore_Ad,2024-07-08,Conversions,Instagram_Explore,Desktop,35-44,Female,1369164,1069167,1.28,27945,2.04,24603,2.53,70665.43,2144,300031.91,4.25,139.94,0,0.0,7931,4096,588,489
New_Year_2024,Engagement_Set,Facebook_Feed_Ad,2024-07-08,Traffic,Facebook_Feed,Mobile,45-54,Male,499235,393027,1.27,11535,2.31,10693,1.81,20851.11,976,137435.2,6.59,140.81,0,0.0,2242,937,232,110
Holiday_Campaign_2024,Conversion_Set,Instagram_Reels_Ad,2024-07-09,Conversions,Instagram_Reels,Desktop,45-54,Male,739339,566979,1.3,16897,2.29,15130,2.56,43201.04,1278,218893.57,5.07,171.28,550816,15.8,2940,1432,276,153
Holiday_Campaign_2024,Traffic_Set,Facebook_Feed_Ad,2024-07-09,Traffic,Facebook_Feed,Desktop,35-44,Female,928773,731406,1.27,18685,2.01,14626,2.52,46998.31,1324,228171.87,4.85,172.34,0,0.0,3579,2117,270,150
Holiday_Campaign_2024,Engagement_Set,Audience_Network_Ad,2024-07-09,Conversions,Audience_Network,Desktop,35-44,Female,1108209,865252,1.28,26822,2.42,22498,2.58,69122.96,2262,345046.42,4.99,152.54,0,0.0,6689,3072,610,415
Black_Friday_2024,Conversion_Set,Facebook_Feed_Ad,2024-07-09,Brand_Awareness,Facebook_Feed,Desktop,45-54,Male,1354631,1112792,1.22,33624,2.48,26450,2.48,83551.52,2544,441298.72,5.28,173.47,0,0.0,6660,3401,677,297
Black_Friday_2024,Lookalike_Set,Instagram_Reels_Ad,2024-07-09,Conversions,Instagram_Reels,Mobile,18-24,Female,1488491,1204706,1.24,35176,2.36,27743,2.44,85954.53,3026,422824.01,4.92,139.73,872323,21.9,8336,4247,888,314
Black_Friday_2024,Conversion_Set,Audience_Network_Ad,2024-07-09,Traffic,Audience_Network,Mobile,35-44,Female,1319595,929067,1.42,21774,1.65,19104,2.56,55782.93,1641,210129.16,3.77,128.05,0,0.0,7186,4126,825,438
Cyber_Monday_2024,Consideration_Set,Instagram_Reels_Ad,2024-07-09,Brand_Awareness,Instagram_Reels,Mobile,45-54,Female,652541,514059,1.27,10232,1.57,8433,2.1,21515.88,824,139986.42,6.51,169.89,487655,14.1,2622,1236,229,140
Cyber_Monday_2024,Consideration_Set,Instagram_Stories_Ad,2024-07-09,Traffic,Instagram_Stories,Desktop,45-54,Female,2038759,1670444,1.22,44533,2.18,40413,2.22,98960.25,2939,430363.44,4.35,146.43,1354391,20.6,8480,4016,778,540
Cyber_Monday_2024,Consideration_Set,Facebook_Marketplace_Ad,2024-07-09,Traffic,Facebook_Marketplace,Mobile,18-24,Female,714871,563507,1.27,16448,2.3,13325,2.26,37225.86,1627,233574.51,6.27,143.56,0,0.0,4528,2005,337,279
Summer_Sale_2024,Lookalike_Set,Facebook_Marketplace_Ad,2024-07-09,Brand_Awareness,Facebook_Marketplace,Mobile,45-54,Male,1385061,1141135,1.21,30682,2.22,28357,2.49,76328.08,2961,441219.24,5.78,149.01,0,0.0,6436,3777,617,329
Summer_Sale_2024,Awareness_Set,Instagram_Reels_Ad,2024-07-09,Traffic,Instagram_Reels,Mobile,45-54,Female,1486931,1129655,1.32,29212,1.96,22585,2.54,74087.54,2258,339058.42,4.58,150.16,827014,12.6,6298,3406,478,392
Summer_Sale_2024,Engagement_Set,Instagram_Feed_Ad,2024-07-09,Traffic,Instagram_Feed,Mobile,18-24,Male,656022,462947,1.42,10613,1.62,8144,2.44,25887.11,1040,157686.29,6.09,151.62,0,0.0,2666,1218,262,169
Back_To_School_2024,Traffic_Set,Audience_Network_Ad,2024-07-09,Brand_Awareness,Audience_Network,Mobile,25-34,Female,1369440,1074663,1.27,26393,1.93,21527,2.16,57040.71,1568,254523.82,4.46,162.32,0,0.0,5792,3157,429,368
Back_To_School_2024,Retargeting_Set,Instagram_Explore_Ad,2024-07-09,Brand_Awareness,Instagram_Explore,Desktop,25-34,Male,1573894,1270779,1.24,37322,2.37,34692,2.18,81382.26,3393,466541.63,5.73,137.5,0,0.0,6379,3116,509,411
Back_To_School_2024,Conversion_Set,Facebook_Feed_Ad,2024-07-09,Traffic,Facebook_Feed,Desktop,45-54,Female,520761,397539,1.31,11205,2.15,9596,2.34,26250.22,689,102103.65,3.89,148.19,0,0.0,2271,1335,262,145
Spring_Launch_2024,Retargeting_Set,Facebook_Feed_Ad,2024-07-09,Traffic,Facebook_Feed,Mobile,35-44,Male,920736,660876,1.39,15049,1.63,11541,1.97,29695.39,1333,172494.41,5.81,129.4,0,0.0,4628,2672,516,216
Spring_Launch_2024,Awareness_Set,Facebook_Marketplace_Ad,2024-07-09,Conversions,Facebook_Marketplace,Mobile,35-44,Male,1008289,749522,1.35,16258,1.61,14189,2.08,33824.03,1575,251811.09,7.44,159.88,0,0.0,5375,2541,443,313
Spring_Launch_2024,Consideration_Set,Instagram_Explore_Ad,2024-07-09,Brand_Awareness,Instagram_Explore,Desktop,45-54,Female,1976447,1400732,1.41,32299,1.63,25616,2.44,78935.59,2163,316977.38,4.02,146.55,0,0.0,9594,4949,1176,585
Valentine_Day_2024,Lookalike_Set,Instagram_Reels_Ad,2024-07-09,Conversions,Instagram_Reels,Mobile,25-34,Female,768409,520447,1.48,14689,1.91,12750,2.25,33062.49,1281,160043.52,4.84,124.94,528741,14.6,4419,2067,497,161
Valentine_Day_2024,Lookalike_Set,Audience_Network_Ad,2024-07-09,Brand_Awareness,Audience_Network,Desktop,35-44,Female,777993,607422,1.28,13009,1.67,11710,2.32,30116.96,1095,149473.89,4.96,136.51,0,0.0,3849,1999,378,215
Valentine_Day_2024,Traffic_Set,Instagram_Explore_Ad,2024-07-09,Traffic,Instagram_Explore,Mobile,25-34,Male,624585,440545,1.42,10347,1.66,7925,2.02,20951.05,951,154120.43,7.36,162.06,0,0.0,2565,1517,256,160
New_Year_2024,Engagement_Set,Facebook_Feed_Ad,2024-07-09,Traffic,Facebook_Feed,Desktop,25-34,Male,885501,693670,1.28,13300,1.5,10671,1.77,23511.17,1201,163308.88,6.95,135.98,0,0.0,5188,2426,618,201
New_Year_2024,Traffic_Set,Instagram_Stories_Ad,2024-07-09,Conversions,Instagram_Stories,Desktop,45-54,Female,1452908,1055002,1.38,27462,1.89,22636,2.43,66787.84,1665,227057.03,3.4,136.37,1071784,13.3,9192,5490,692,402
New_Year_2024,Retargeting_Set,Instagram_Reels_Ad,2024-07-09,Conversions,Instagram_Reels,Desktop,45-54,Female,1149806,910023,1.26,24319,2.12,21267,2.43,59012.7,1499,246324.9,4.17,164.33,808843,18.8,7093,3830,582,339
Holiday_Campaign_2024,Awareness_Set,Instagram_Stories_Ad,2024-07-10,Traffic,Instagram_Stories,Desktop,25-34,Female,1356722,927024,1.46,34536,2.55,27174,2.37,81980.38,2773,325790.54,3.97,117.49,1031698,21.8,6882,3067,531,315
Holiday_Campaign_2024,Lookalike_Set,Instagram_Reels_Ad,2024-07-10,Brand_Awareness,Instagram_Reels,Desktop,18-24,Male,1443280,1083908,1.33,36943,2.56,31872,2.54,93951.2,3222,462564.17,4.92,143.56,1071199,17.7,8812,4038,684,534
Holiday_Campaign_2024,Engagement_Set,Facebook_Marketplace_Ad,2024-07-10,Conversions,Facebook_Marketplace,Desktop,18-24,Female,2050251,1657348,1.24,51776,2.53,40080,2.2,113951.36,3831,583460.48,5.12,152.3,0,0.0,12057,5499,1246,678
Black_Friday_2024,Traffic_Set,Instagram_Stories_Ad,2024-07-10,Traffic,Instagram_Stories,Desktop,45-54,Male,1247147,994113,1.25,26530,2.13,24577,2.06,54619.58,1623,235946.98,4.32,145.38,676341,23.1,4509,2483,457,207
Black_Friday_2024,Awareness_Set,Instagram_Explore_Ad,2024-07-10,Traffic,Instagram_Explore,Mobile,45-54,Male,1430652,1099205,1.3,30076,2.1,24444,2.56,77024.49,2123,301644.49,3.92,142.08,0,0.0,7341,3083,924,339
Black_Friday_2024,Lookalike_Set,Facebook_Marketplace_Ad,2024-07-10,Conversions,Facebook_Marketplace,Desktop,18-24,Female,1214048,890010,1.36,25740,2.12,21938,2.37,61034.61,1509,199947.56,3.28,132.5,0,0.0,7232,3008,877,273
Cyber_Monday_2024,Retargeting_Set,Instagram_Reels_Ad,2024-07-10,Brand_Awareness,Instagram_Reels,Desktop,45-54,Female,1342181,978608,1.37,28650,2.13,22661,1.82,52092.25,1901,234612.91,4.5,123.42,806953,18.2,7068,3943,773,376
Cyber_Monday_2024,Consideration_Set,Audience_Network_Ad,2024-07-10,Traffic,Audience_Network,Mobile,35-44,Female,595519,444299,1.34,11299,1.9,10261,1.96,22173.16,635,97648.11,4.4,153.78,0,0.0,2446,1413,297,91
Cyber_Monday_2024,Retargeting_Set,Facebook_Marketplace_Ad,2024-07-10,Conversions,Facebook_Marketplace,Mobile,18-24,Female,1381993,1035493,1.33,29451,2.13,23906,2.39,70410.92,2490,335751.1,4.77,134.84,0,0.0,4942,2718,409,296
Summer_Sale_2024,Consideration_Set,Instagram_Feed_Ad,2024-07-10,Traffic,Instagram_Feed,Mobile,35-44,Female,740746,564123,1.31,18130,2.45,16531,2.09,37836.17,1197,192667.29,5.09,160.96,0,0.0,3555,1558,441,145
Summer_Sale_2024,Conversion_Set,Instagram_Reels_Ad,2024-07-10,Traffic,Instagram_Reels,Desktop,35-44,Male,525119,356052,1.47,11273,2.15,9891,2.03,22926.09,804,109095.28,4.76,135.69,365924,13.2,3301,1467,429,132
Summer_Sale_2024,Consideration_Set,Facebook_Feed_Ad,2024-07-10,Brand_Awareness,Facebook_Feed,Mobile,45-54,Female,1009234,715054,1.41,15108,1.5,13804,2.52,38007.21,1138,178368.95,4.69,156.74,0,0.0,5218,2977,463,264
