Campaign_Name,Placement_Name,Creative_Name,Site_Name,Date,Ad_Type,Environment,Device,Impressions,Clicks,CTR,Total_Conversions,Post_Click_Conversions,Post_View_Conversions,Click_Through_Conversions,View_Through_Conversions,Media_Cost,Revenue,ROAS,CPM,CPC,CPA,Viewable_Impressions,Measurable_Impressions,Viewability_Rate,Active_View_Viewable_Impressions,Active_View_Measurable_Impressions,Active_View_Eligible_Impressions,Active_View_Avg_Time_Seconds
New_Year_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-20,Display,Mobile,Mobile,1771969,36345,2.05,2828,2403,425,2403,425,74570.24,494204.19,6.63,42.08,2.05,26.37,1594772,1771969,90.0,1594772,1771969,1771969,12.5
New_Year_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-20,Video,Mobile,Mobile,2016156,34865,1.73,2226,1892,334,1892,334,64451.41,401967.82,6.24,31.97,1.85,28.95,1814540,2016156,90.0,1814540,2016156,2016156,14.9
New_Year_2024,Native_Placement,Native_Creative,Deals.com,2024-07-20,Native,Mobile,Mobile,2009820,48029,2.39,3186,2708,478,2708,478,109372.98,558694.59,5.11,54.42,2.28,34.33,1808838,2009820,90.0,1808838,2009820,2009820,9.1
Holiday_Campaign_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-21,Native,Mobile,Mobile,1682135,27680,1.65,2079,1767,312,1767,312,58431.87,389162.54,6.66,34.74,2.11,28.11,1513921,1682135,90.0,1513921,1682135,1682135,15.6
Holiday_Campaign_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-21,Native,Desktop,Desktop,2603651,59674,2.29,4956,4212,744,4212,744,104689.48,839465.7,8.02,40.21,1.75,21.12,2343285,2603651,90.0,2343285,2603651,2603651,15.5
Holiday_Campaign_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-21,Native,Mobile,Mobile,1812486,29577,1.63,1819,1546,273,1546,273,60360.32,284880.76,4.72,33.3,2.04,33.18,1631237,1812486,90.0,1631237,1812486,1812486,11.7
Black_Friday_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-21,Native,Desktop,Desktop,2524918,49513,1.96,2802,2381,421,2381,421,119894.76,503878.11,4.2,47.48,2.42,42.79,2272426,2524918,90.0,2272426,2524918,2524918,13.4
Black_Friday_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-21,Display,Mobile,Mobile,1953192,40301,2.06,3608,3066,542,3066,542,99190.18,522389.62,5.27,50.78,2.46,27.49,1757872,1953192,90.0,1757872,1953192,1953192,9.3
Black_Friday_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-21,Display,Desktop,Desktop,2480727,45933,1.85,4295,3650,645,3650,645,102918.72,701299.86,6.81,41.49,2.24,23.96,2232654,2480727,90.0,2232654,2480727,2480727,11.9
Cyber_Monday_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-21,Native,Desktop,Desktop,1536200,26515,1.73,2446,2079,367,2079,367,44651.48,475566.72,10.65,29.07,1.68,18.25,1382580,1536200,90.0,1382580,1536200,1536200,10.0
Cyber_Monday_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-21,Native,Desktop,Desktop,2663287,42418,1.59,3050,2592,458,2592,458,93721.02,451648.88,4.82,35.19,2.21,30.73,2396958,2663287,90.0,2396958,2663287,2663287,12.1
Cyber_Monday_2024,Native_Placement,Native_Creative,Deals.com,2024-07-21,Native,Desktop,Desktop,1893861,41621,2.2,3130,2660,470,2660,470,97376.26,472000.03,4.85,51.42,2.34,31.11,1704474,1893861,90.0,1704474,1893861,1893861,9.4
Summer_Sale_2024,Display_Placement,Display_Creative,Deals.com,2024-07-21,Display,Desktop,Desktop,2773514,75204,2.71,6842,5815,1027,5815,1027,161718.23,1298799.51,8.03,58.31,2.15,23.64,2496162,2773514,90.0,2496162,2773514,2773514,14.8
Summer_Sale_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-21,Native,Mobile,Mobile,2406993,42472,1.76,2805,2384,421,2384,421,79455.73,494405.54,6.22,33.01,1.87,28.33,2166293,2406993,90.0,2166293,2406993,2406993,13.1
Summer_Sale_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-21,Native,Desktop,Desktop,2870254,51374,1.79,4527,3847,680,3847,680,105021.09,763229.78,7.27,36.59,2.04,23.2,2583228,2870254,90.0,2583228,2870254,2870254,16.2
Back_To_School_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-21,Native,Mobile,Mobile,882202,18175,2.06,1507,1280,227,1280,227,43975.27,227505.51,5.17,49.85,2.42,29.18,793981,882202,90.0,793981,882202,882202,14.3
Back_To_School_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-21,Video,Desktop,Desktop,3541457,74308,2.1,4859,4130,729,4130,729,167140.93,763104.77,4.57,47.2,2.25,34.4,3187311,3541457,90.0,3187311,3541457,3541457,11.6
Back_To_School_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-21,Display,Mobile,Mobile,2760100,64013,2.32,3634,3088,546,3088,546,125269.98,641366.56,5.12,45.39,1.96,34.47,2484090,2760100,90.0,2484090,2760100,2760100,12.4
Spring_Launch_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-21,Display,Mobile,Mobile,2887822,73498,2.55,5448,4630,818,4630,818,184409.38,1041376.31,5.65,63.86,2.51,33.85,2599039,2887822,90.0,2599039,2887822,2887822,9.2
Spring_Launch_2024,Native_Placement,Native_Creative,Deals.com,2024-07-21,Native,Desktop,Desktop,1558839,30190,1.94,1835,1559,276,1559,276,58631.81,304914.34,5.2,37.61,1.94,31.95,1402955,1558839,90.0,1402955,1558839,1558839,9.1
Spring_Launch_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-21,Native,Desktop,Desktop,1140937,19019,1.67,1038,882,156,882,156,39644.3,167661.87,4.23,34.75,2.08,38.19,1026843,1140937,90.0,1026843,1140937,1140937,15.8
Valentine_Day_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-21,Native,Mobile,Mobile,1818040,50220,2.76,2832,2407,425,2407,425,110491.16,445004.19,4.03,60.77,2.2,39.02,1636236,1818040,90.0,1636236,1818040,1818040,15.0
Valentine_Day_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-21,Native,Mobile,Mobile,2160655,60440,2.8,3301,2805,496,2805,496,113780.42,555140.46,4.88,52.66,1.88,34.47,1944589,2160655,90.0,1944589,2160655,2160655,14.4
Valentine_Day_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-21,Display,Mobile,Mobile,1388553,29229,2.1,2530,2150,380,2150,380,66958.28,439282.92,6.56,48.22,2.29,26.47,1249697,1388553,90.0,1249697,1388553,1388553,13.9
New_Year_2024,Video_Placement,Video_Creative,Deals.com,2024-07-21,Video,Mobile,Mobile,1420522,30156,2.12,2649,2251,398,2251,398,62674.59,500790.1,7.99,44.12,2.08,23.66,1278469,1420522,90.0,1278469,1420522,1420522,15.0
New_Year_2024,Native_Placement,Native_Creative,Deals.com,2024-07-21,Native,Mobile,Mobile,3420666,58547,1.71,3716,3158,558,3158,558,99814.54,723218.46,7.25,29.18,1.7,26.86,3078599,3420666,90.0,3078599,3420666,3420666,10.5
New_Year_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-21,Native,Desktop,Desktop,1288886,24526,1.9,1331,1131,200,1131,200,46586.08,198995.12,4.27,36.14,1.9,35.0,1159997,1288886,90.0,1159997,1288886,1288886,11.7
Holiday_Campaign_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-07-22,Video,Mobile,Mobile,1315716,32389,2.46,2730,2320,410,2320,410,66742.97,507442.86,7.6,50.73,2.06,24.45,1184144,1315716,90.0,1184144,1315716,1315716,15.6
Holiday_Campaign_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-22,Video,Desktop,Desktop,3257877,54428,1.67,5011,4259,752,4259,752,101729.72,825615.43,8.12,31.23,1.87,20.3,2932089,3257877,90.0,2932089,3257877,3257877,11.3
Holiday_Campaign_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-22,Display,Desktop,Desktop,1337176,31146,2.33,1788,1519,269,1519,269,72805.99,298456.38,4.1,54.45,2.34,40.72,1203458,1337176,90.0,1203458,1337176,1337176,8.8
Black_Friday_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-22,Video,Mobile,Mobile,2206361,49015,2.22,2725,2316,409,2316,409,88567.83,531844.19,6.0,40.14,1.81,32.5,1985724,2206361,90.0,1985724,2206361,2206361,15.3
Black_Friday_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-22,Native,Mobile,Mobile,1499699,34583,2.31,2405,2044,361,2044,361,73894.95,405235.99,5.48,49.27,2.14,30.73,1349729,1499699,90.0,1349729,1499699,1499699,9.1
Black_Friday_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-22,Video,Desktop,Desktop,2089699,35643,1.71,2655,2256,399,2256,399,87045.41,518447.62,5.96,41.65,2.44,32.79,1880729,2089699,90.0,1880729,2089699,2089699,15.8
Cyber_Monday_2024,Native_Placement,Native_Creative,Deals.com,2024-07-22,Native,Mobile,Mobile,2964787,46254,1.56,3946,3354,592,3354,592,88311.7,744399.16,8.43,29.79,1.91,22.38,2668308,2964787,90.0,2668308,2964787,2964787,14.9
Cyber_Monday_2024,Native_Placement,Native_Creative,Shopping.com,2024-07-22,Native,Desktop,Desktop,1987935,43032,2.16,2772,2356,416,2356,416,82733.12,539264.59,6.52,41.62,1.92,29.85,1789141,1987935,90.0,1789141,1987935,1987935,15.4
Cyber_Monday_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-22,Native,Mobile,Mobile,1265398,24089,1.9,1382,1174,208,1174,208,60479.08,263640.96,4.36,47.79,2.51,43.76,1138858,1265398,90.0,1138858,1265398,1265398,12.9
Summer_Sale_2024,Video_Placement,Video_Creative,Deals.com,2024-07-22,Video,Mobile,Mobile,2306963,58303,2.53,3595,3055,540,3055,540,143723.88,616053.14,4.29,62.3,2.47,39.98,2076266,2306963,90.0,2076266,2306963,2306963,9.4
Summer_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-22,Display,Desktop,Desktop,1088479,25406,2.33,1737,1476,261,1476,261,57603.83,329134.66,5.71,52.92,2.27,33.16,979631,1088479,90.0,979631,1088479,1088479,14.5
Summer_Sale_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-22,Display,Mobile,Mobile,3106728,68846,2.22,4402,3741,661,3741,661,141971.11,701857.51,4.94,45.7,2.06,32.25,2796055,3106728,90.0,2796055,3106728,3106728,15.8
Back_To_School_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-22,Display,Desktop,Desktop,3208272,56006,1.75,5013,4261,752,4261,752,127158.73,973704.05,7.66,39.63,2.27,25.37,2887444,3208272,90.0,2887444,3208272,3208272,12.2
Back_To_School_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-22,Display,Mobile,Mobile,3155486,70165,2.22,3902,3316,586,3316,586,120633.45,588139.42,4.88,38.23,1.72,30.92,2839937,3155486,90.0,2839937,3155486,3155486,11.0
Back_To_School_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-22,Display,Mobile,Mobile,1816634,45441,2.5,3849,3271,578,3271,578,113419.44,617109.91,5.44,62.43,2.5,29.47,1634970,1816634,90.0,1634970,1816634,1816634,15.8
Spring_Launch_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-22,Display,Mobile,Mobile,2473416,54261,2.19,4479,3807,672,3807,672,123189.54,686489.08,5.57,49.81,2.27,27.5,2226074,2473416,90.0,2226074,2473416,2473416,14.4
Spring_Launch_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-22,Native,Desktop,Desktop,2905361,82998,2.86,7763,6598,1165,6598,1165,187170.0,1403787.55,7.5,64.42,2.26,24.11,2614824,2905361,90.0,2614824,2905361,2905361,15.8
Spring_Launch_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-22,Native,Mobile,Mobile,3638651,95754,2.63,8333,7083,1250,7083,1250,169824.25,1556991.32,9.17,46.67,1.77,20.38,3274785,3638651,90.0,3274785,3638651,3638651,10.6
Valentine_Day_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-22,Native,Mobile,Mobile,2209122,45841,2.08,3119,2651,468,2651,468,88959.5,586767.43,6.6,40.27,1.94,28.52,1988209,2209122,90.0,1988209,2209122,2209122,14.5
Valentine_Day_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-22,Display,Desktop,Desktop,2372597,57348,2.42,5551,4718,833,4718,833,115494.83,958136.63,8.3,48.68,2.01,20.81,2135337,2372597,90.0,2135337,2372597,2372597,12.8
Valentine_Day_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-22,Native,Mobile,Mobile,2206533,44220,2.0,4284,3641,643,3641,643,85607.53,642832.44,7.51,38.8,1.94,19.98,1985879,2206533,90.0,1985879,2206533,2206533,10.2
New_Year_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-22,Native,Mobile,Mobile,1483678,35573,2.4,2694,2289,405,2289,405,71006.33,466503.0,6.57,47.86,2.0,26.36,1335310,1483678,90.0,1335310,1483678,1483678,15.0
New_Year_2024,Video_Placement,Video_Creative,TechReview.com,2024-07-22,Video,Mobile,Mobile,1265791,31627,2.5,3015,2562,453,2562,453,68813.14,436844.98,6.35,54.36,2.18,22.82,1139211,1265791,90.0,1139211,1265791,1265791,10.9
New_Year_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-22,Video,Mobile,Mobile,1457779,32981,2.26,3074,2612,462,2612,462,78627.25,480591.69,6.11,53.94,2.38,25.58,1312001,1457779,90.0,1312001,1457779,1457779,12.6
Holiday_Campaign_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-23,Display,Mobile,Mobile,1596160,45387,2.84,2446,2079,367,2079,367,93935.52,476709.6,5.07,58.85,2.07,38.4,1436544,1596160,90.0,1436544,1596160,1596160,16.1
Holiday_Campaign_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-23,Native,Mobile,Mobile,1802389,27757,1.54,2190,1861,329,1861,329,66845.2,352675.76,5.28,37.09,2.41,30.52,1622150,1802389,90.0,1622150,1802389,1802389,15.8
Holiday_Campaign_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-23,Video,Desktop,Desktop,2538366,59536,2.35,5060,4301,759,4301,759,117294.81,822060.39,7.01,46.21,1.97,23.18,2284529,2538366,90.0,2284529,2538366,2538366,12.3
Black_Friday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-07-23,Video,Mobile,Mobile,2123202,35523,1.67,2874,2442,432,2442,432,79890.24,497062.64,6.22,37.63,2.25,27.8,1910881,2123202,90.0,1910881,2123202,2123202,15.8
Black_Friday_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-23,Native,Desktop,Desktop,2399646,57054,2.38,4535,3854,681,3854,681,130453.73,686625.67,5.26,54.36,2.29,28.77,2159681,2399646,90.0,2159681,2399646,2399646,15.5
Black_Friday_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-07-23,Native,Mobile,Mobile,1080791,25785,2.39,2067,1756,311,1756,311,47826.58,302973.13,6.33,44.25,1.85,23.14,972711,1080791,90.0,972711,1080791,1080791,9.8
Cyber_Monday_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-23,Native,Mobile,Mobile,1875721,50726,2.7,4616,3923,693,3923,693,87940.56,735110.32,8.36,46.88,1.73,19.05,1688148,1875721,90.0,1688148,1875721,1875721,15.4
Cyber_Monday_2024,Native_Placement,Native_Creative,Deals.com,2024-07-23,Native,Desktop,Desktop,1083387,30927,2.85,1981,1683,298,1683,298,71158.55,328390.41,4.61,65.68,2.3,35.92,975048,1083387,90.0,975048,1083387,1083387,9.8
Cyber_Monday_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-23,Display,Mobile,Mobile,1853556,45062,2.43,3049,2591,458,2591,458,98571.67,472540.37,4.79,53.18,2.19,32.33,1668200,1853556,90.0,1668200,1853556,1853556,12.1
Summer_Sale_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-23,Native,Mobile,Mobile,2364737,49301,2.08,3027,2572,455,2572,455,101939.92,544369.41,5.34,43.11,2.07,33.68,2128263,2364737,90.0,2128263,2364737,2364737,16.0
Summer_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-23,Display,Desktop,Desktop,1604591,28130,1.75,1822,1548,274,1548,274,49120.95,275883.83,5.62,30.61,1.75,26.96,1444131,1604591,90.0,1444131,1604591,1604591,10.6
Summer_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-23,Display,Mobile,Mobile,2288723,41700,1.82,2622,2228,394,2228,394,80588.17,395672.62,4.91,35.21,1.93,30.74,2059850,2288723,90.0,2059850,2288723,2288723,10.8
Back_To_School_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-23,Display,Mobile,Mobile,2576208,47712,1.85,2873,2442,431,2442,431,82869.27,488405.82,5.89,32.17,1.74,28.84,2318587,2576208,90.0,2318587,2576208,2576208,15.1
Back_To_School_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-23,Native,Desktop,Desktop,1634671,36876,2.26,3015,2562,453,2562,453,80303.68,570615.23,7.11,49.13,2.18,26.63,1471203,1634671,90.0,1471203,1634671,1634671,15.2
Back_To_School_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-07-23,Video,Desktop,Desktop,2192464,44209,2.02,3655,3106,549,3106,549,109640.69,678144.77,6.19,50.01,2.48,30.0,1973217,2192464,90.0,1973217,2192464,2192464,10.1
Spring_Launch_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-23,Display,Mobile,Mobile,1398109,35623,2.55,2625,2231,394,2231,394,76223.75,460839.67,6.05,54.52,2.14,29.04,1258298,1398109,90.0,1258298,1398109,1398109,9.5
Spring_Launch_2024,Video_Placement,Video_Creative,TechReview.com,2024-07-23,Video,Mobile,Mobile,2203033,59026,2.68,4342,3690,652,3690,652,130243.82,773549.49,5.94,59.12,2.21,30.0,1982729,2203033,90.0,1982729,2203033,2203033,10.2
Spring_Launch_2024,Native_Placement,Native_Creative,Deals.com,2024-07-23,Native,Desktop,Desktop,1323493,20742,1.57,1941,1649,292,1649,292,40870.02,288970.99,7.07,30.88,1.97,21.06,1191143,1323493,90.0,1191143,1323493,1323493,12.2
Valentine_Day_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-23,Video,Mobile,Mobile,1761903,29115,1.65,2169,1843,326,1843,326,61357.61,377595.35,6.15,34.82,2.11,28.29,1585712,1761903,90.0,1585712,1761903,1761903,13.7
Valentine_Day_2024,Native_Placement,Native_Creative,Deals.com,2024-07-23,Native,Mobile,Mobile,1719127,36300,2.11,2956,2512,444,2512,444,70276.12,493671.86,7.02,40.88,1.94,23.77,1547214,1719127,90.0,1547214,1719127,1719127,11.7
Valentine_Day_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-23,Display,Mobile,Mobile,1017247,18869,1.85,1057,898,159,898,159,39718.58,181700.09,4.57,39.05,2.1,37.58,915522,1017247,90.0,915522,1017247,1017247,11.3
New_Year_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-23,Display,Mobile,Mobile,1320897,30052,2.28,2779,2362,417,2362,417,64878.41,428482.08,6.6,49.12,2.16,23.35,1188807,1320897,90.0,1188807,1320897,1320897,16.1
New_Year_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-23,Display,Desktop,Desktop,2557375,55292,2.16,3507,2980,527,2980,527,103232.51,650923.9,6.31,40.37,1.87,29.44,2301637,2557375,90.0,2301637,2557375,2557375,9.3
New_Year_2024,Video_Placement,Video_Creative,Shopping.com,2024-07-23,Video,Desktop,Desktop,2548752,60787,2.38,3690,3136,554,3136,554,138115.75,665955.41,4.82,54.19,2.27,37.43,2293876,2548752,90.0,2293876,2548752,2548752,11.4
Holiday_Campaign_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-24,Display,Desktop,Desktop,2625548,69294,2.64,5269,4478,791,4478,791,152394.97,872289.55,5.72,58.04,2.2,28.92,2362993,2625548,90.0,2362993,2625548,2625548,9.9
Holiday_Campaign_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-24,Video,Mobile,Mobile,2351896,52720,2.24,3565,3030,535,3030,535,120179.53,628017.21,5.23,51.1,2.28,33.71,2116706,2351896,90.0,2116706,2351896,2351896,10.5
Holiday_Campaign_2024,Native_Placement,Native_Creative,Deals.com,2024-07-24,Native,Mobile,Mobile,3327784,54362,1.63,4335,3684,651,3684,651,113150.5,696756.4,6.16,34.0,2.08,26.1,2995005,3327784,90.0,2995005,3327784,3327784,14.9
Black_Friday_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-24,Display,Mobile,Mobile,2953714,75099,2.54,5344,4542,802,4542,802,185615.78,866160.3,4.67,62.84,2.47,34.73,2658342,2953714,90.0,2658342,2953714,2953714,12.7
Black_Friday_2024,Video_Placement,Video_Creative,TechReview.com,2024-07-24,Video,Desktop,Desktop,3205149,52878,1.65,3035,2579,456,2579,456,132994.39,588914.28,4.43,41.49,2.52,43.82,2884634,3205149,90.0,2884634,3205149,3205149,14.5
Black_Friday_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-24,Native,Desktop,Desktop,2103951,46455,2.21,2976,2529,447,2529,447,94930.52,495500.48,5.22,45.12,2.04,31.9,1893555,2103951,90.0,1893555,2103951,2103951,9.0
Cyber_Monday_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-24,Video,Desktop,Desktop,1382150,30038,2.17,2476,2104,372,2104,372,63494.94,466591.87,7.35,45.94,2.11,25.64,1243935,1382150,90.0,1243935,1382150,1382150,11.5
Cyber_Monday_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-24,Display,Mobile,Mobile,2637285,60508,2.29,3728,3168,560,3168,560,121653.66,669155.65,5.5,46.13,2.01,32.63,2373556,2637285,90.0,2373556,2637285,2637285,11.8
Cyber_Monday_2024,Native_Placement,Native_Creative,Deals.com,2024-07-24,Native,Desktop,Desktop,2744385,64553,2.35,3835,3259,576,3259,576,134880.48,703736.75,5.22,49.15,2.09,35.17,2469946,2744385,90.0,2469946,2744385,2744385,13.6
Summer_Sale_2024,Video_Placement,Video_Creative,Deals.com,2024-07-24,Video,Desktop,Desktop,1532145,38762,2.53,2142,1820,322,1820,322,68783.58,380498.85,5.53,44.89,1.77,32.11,1378930,1532145,90.0,1378930,1532145,1532145,10.5
Summer_Sale_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-24,Display,Mobile,Mobile,1885240,48747,2.59,3824,3250,574,3250,574,98908.17,678606.22,6.86,52.46,2.03,25.87,1696716,1885240,90.0,1696716,1885240,1885240,9.8
Summer_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-07-24,Video,Desktop,Desktop,2560216,62983,2.46,4764,4049,715,4049,715,120562.27,882177.29,7.32,47.09,1.91,25.31,2304194,2560216,90.0,2304194,2560216,2560216,12.6
Back_To_School_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-07-24,Video,Mobile,Mobile,1407262,38735,2.75,3371,2865,506,2865,506,84102.84,562208.98,6.68,59.76,2.17,24.95,1266535,1407262,90.0,1266535,1407262,1407262,15.9
Back_To_School_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-24,Display,Desktop,Desktop,1930829,43370,2.25,3551,3018,533,3018,533,83089.56,548563.85,6.6,43.03,1.92,23.4,1737746,1930829,90.0,1737746,1930829,1930829,10.8
Back_To_School_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-24,Display,Mobile,Mobile,1195303,30079,2.52,1768,1502,266,1502,266,70179.52,302669.51,4.31,58.71,2.33,39.69,1075772,1195303,90.0,1075772,1195303,1195303,11.6
Spring_Launch_2024,Display_Placement,Display_Creative,TechReview.com,2024-07-24,Display,Desktop,Desktop,1126934,24988,2.22,1668,1417,251,1417,251,50994.0,303892.55,5.96,45.25,2.04,30.57,1014240,1126934,90.0,1014240,1126934,1126934,13.4
Spring_Launch_2024,Video_Placement,Video_Creative,TechReview.com,2024-07-24,Video,Desktop,Desktop,1323142,32828,2.48,2927,2487,440,2487,440,60712.75,571500.48,9.41,45.89,1.85,20.74,1190827,1323142,90.0,1190827,1323142,1323142,12.3
Spring_Launch_2024,Native_Placement,Native_Creative,Deals.com,2024-07-24,Native,Mobile,Mobile,2135084,51981,2.43,4053,3445,608,3445,608,130809.44,630578.34,4.82,61.27,2.52,32.27,1921575,2135084,90.0,1921575,2135084,2135084,11.9
Valentine_Day_2024,Display_Placement,Display_Creative,Shopping.com,2024-07-24,Display,Mobile,Mobile,1571819,27978,1.78,2366,2011,355,2011,355,47116.85,449258.1,9.53,29.98,1.68,19.91,1414637,1571819,90.0,1414637,1571819,1571819,13.5
Valentine_Day_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-24,Native,Desktop,Desktop,1154255,22824,1.98,1327,1127,200,1127,200,56012.67,239959.34,4.28,48.53,2.45,42.21,1038829,1154255,90.0,1038829,1154255,1154255,11.3
Valentine_Day_2024,Video_Placement,Video_Creative,TechReview.com,2024-07-24,Video,Desktop,Desktop,1252406,24671,1.97,1500,1275,225,1275,225,57741.73,271799.3,4.71,46.1,2.34,38.49,1127165,1252406,90.0,1127165,1252406,1252406,12.5
New_Year_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-24,Native,Mobile,Mobile,1944517,34583,1.78,2518,2140,378,2140,378,78742.76,372558.04,4.73,40.49,2.28,31.27,1750065,1944517,90.0,1750065,1944517,1944517,11.5
New_Year_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-24,Display,Mobile,Mobile,1685560,34118,2.02,2528,2148,380,2148,380,74746.38,412791.87,5.52,44.35,2.19,29.57,1517004,1685560,90.0,1517004,1685560,1685560,9.5
New_Year_2024,Native_Placement,Native_Creative,TechReview.com,2024-07-24,Native,Desktop,Desktop,1130912,25283,2.24,1526,1297,229,1297,229,61373.48,285428.34,4.65,54.27,2.43,40.22,1017820,1130912,90.0,1017820,1130912,1130912,11.4
Holiday_Campaign_2024,Video_Placement,Video_Creative,Shopping.com,2024-07-25,Video,Desktop,Desktop,2349636,52721,2.24,3145,2673,472,2673,472,115772.05,563433.06,4.87,49.27,2.2,36.81,2114672,2349636,90.0,2114672,2349636,2349636,9.4
Holiday_Campaign_2024,Video_Placement,Video_Creative,Shopping.com,2024-07-25,Video,Mobile,Mobile,1698032,26270,1.55,1753,1490,263,1490,263,51535.81,309651.04,6.01,30.35,1.96,29.4,1528228,1698032,90.0,1528228,1698032,1698032,10.2
Holiday_Campaign_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-25,Display,Mobile,Mobile,1943163,38020,1.96,3408,2896,512,2896,512,76621.02,564602.62,7.37,39.43,2.02,22.48,1748846,1943163,90.0,1748846,1943163,1943163,12.3
Black_Friday_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-07-25,Display,Mobile,Mobile,1745714,37945,2.17,2147,1824,323,1824,323,70326.35,330815.7,4.7,40.29,1.85,32.76,1571142,1745714,90.0,1571142,1745714,1745714,12.6
Black_Friday_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-07-25,Display,Mobile,Mobile,1046471,20033,1.91,1599,1359,240,1359,240,39623.4,288768.72,7.29,37.86,1.98,24.78,941823,1046471,90.0,941823,1046471,1046471,11.7
Black_Friday_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-07-25,Native,Mobile,Mobile,3272372,92093,2.81,8149,6926,1223,6926,1223,228546.1,1262636.13,5.52,69.84,2.48,28.05,2945134,3272372,90.0,2945134,3272372,3272372,14.4
