Campaign_Name,Ad_Squad_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Swipes,Swipe_Up_Rate,Video_Views,Video_View_Rate,Quartile_1,Quartile_2,Quartile_3,Completion_Rate,Spend,eCPM,eCPSwipe,Screen_Time_Millis,Conversions,Conversion_Rate,Revenue,ROAS,Frequency,Reach
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-07-01,Video_Views,Camera,Mobile,18-24,Male,2077501,46724,2.25,1725317,83.05,1552785,1380253,1035190,60.0,96643.06,46.52,2.07,7529,3359,7.19,614418.31,6.36,1.41,1475785
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-07-01,App_Installs,Stories,Mobile,18-24,Male,1369368,18735,1.37,1084683,79.21,976214,867746,650809,60.0,39040.13,28.51,2.08,10375,1597,8.52,223968.16,5.74,1.59,862002
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-07-01,App_Installs,Spotlight,Mobile,35-44,Female,1313578,22455,1.71,1017557,77.46,915801,814045,610534,60.0,49620.4,37.77,2.21,7157,2463,10.97,368245.37,7.42,1.68,780408
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-07-01,Engagement,Discover,Mobile,18-24,Male,894440,16880,1.89,806046,90.12,725441,644836,483627,60.0,31187.32,34.87,1.85,9506,1872,11.09,294657.59,9.45,1.48,605639
Cyber_Monday_2024,Stories_Squad,Stories_Ad,2024-07-01,Engagement,Stories,Mobile,18-24,Female,838354,13833,1.65,714941,85.28,643446,571952,428964,60.0,21196.52,25.28,1.53,8611,1166,8.43,188507.66,8.89,1.4,599011
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-07-01,Video_Views,Spotlight,Mobile,35-44,Female,1179078,20358,1.73,1036646,87.92,932981,829316,621987,60.0,39099.72,33.16,1.92,9152,2307,11.33,359258.13,9.19,1.51,782388
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-07-01,Engagement,Stories,Mobile,18-24,Female,1520638,21530,1.42,1159533,76.25,1043579,927626,695719,60.0,32130.01,21.13,1.49,9521,2424,11.26,357178.33,11.12,1.63,931384
Summer_Sale_2024,Camera_Squad,Camera_Ad,2024-07-01,Engagement,Camera,Mobile,18-24,Female,797071,14399,1.81,616914,77.4,555222,493531,370148,60.0,31536.86,39.57,2.19,9613,1604,11.14,284648.89,9.03,1.57,508436
Back_To_School_2024,Spotlight_Squad,Spotlight_Ad,2024-07-01,App_Installs,Spotlight,Mobile,18-24,Female,1559527,19795,1.27,1170137,75.03,1053123,936109,702082,60.0,37889.32,24.3,1.91,8430,1772,8.95,285052.31,7.52,1.71,913836
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-07-01,Engagement,Stories,Mobile,18-24,Male,1107931,19257,1.74,962291,86.85,866061,769832,577374,60.0,31820.92,28.72,1.65,7783,2104,10.93,345570.85,10.86,1.63,678496
Back_To_School_2024,Camera_Squad,Camera_Ad,2024-07-01,Conversions,Camera,Mobile,35-44,Female,2569724,55411,2.16,2096879,81.6,1887191,1677503,1258127,60.0,92599.67,36.03,1.67,8657,6220,11.23,1045736.74,11.29,1.55,1652977
Spring_Launch_2024,Discover_Squad,Discover_Ad,2024-07-01,Conversions,Discover,Mobile,35-44,Female,1645986,31881,1.94,1327572,80.66,1194814,1062057,796543,60.0,70673.08,42.94,2.22,10150,2898,9.09,461716.63,6.53,1.52,1083981
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-07-01,Video_Views,Stories,Mobile,25-34,Female,1139858,19915,1.75,987463,86.63,888716,789970,592477,60.0,38113.61,33.44,1.91,7815,1823,9.15,264756.4,6.95,1.55,735563
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-07-01,Conversions,Camera,Mobile,35-44,Male,2314200,37541,1.62,2094526,90.51,1885073,1675620,1256715,60.0,70369.14,30.41,1.87,8267,3726,9.93,603839.81,8.58,1.66,1392730
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-07-01,Conversions,Discover,Mobile,18-24,Male,1895274,36631,1.93,1556363,82.12,1400726,1245090,933817,60.0,75302.67,39.73,2.06,10184,2804,7.65,403493.27,5.36,1.57,1208849
Valentine_Day_2024,Stories_Squad,Stories_Ad,2024-07-01,App_Installs,Stories,Mobile,18-24,Male,1900981,32553,1.71,1583264,83.29,1424937,1266611,949958,60.0,50207.07,26.41,1.54,8998,3865,11.87,649271.88,12.93,1.61,1182605
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-07-01,Conversions,Spotlight,Mobile,35-44,Female,936786,21575,2.3,726959,77.6,654263,581567,436175,60.0,42277.13,45.13,1.96,9303,1681,7.79,286514.59,6.78,1.46,642622
New_Year_2024,Camera_Squad,Camera_Ad,2024-07-01,Video_Views,Camera,Mobile,18-24,Female,2101897,46743,2.22,1597551,76.01,1437795,1278040,958530,60.0,80625.92,38.36,1.72,9509,3650,7.81,669500.05,8.3,1.57,1336009
New_Year_2024,Stories_Squad,Stories_Ad,2024-07-01,Video_Views,Stories,Mobile,35-44,Female,1532102,22813,1.49,1205264,78.67,1084737,964211,723158,60.0,38511.78,25.14,1.69,10020,1986,8.71,292433.74,7.59,1.7,900193
New_Year_2024,Discover_Squad,Discover_Ad,2024-07-01,Video_Views,Discover,Mobile,18-24,Female,1325383,21589,1.63,1064537,80.32,958083,851629,638722,60.0,32065.02,24.19,1.49,7515,2200,10.19,386366.45,12.05,1.66,800609
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-07-02,Engagement,Stories,Mobile,18-24,Male,2873872,55339,1.93,2168183,75.44,1951364,1734546,1300909,60.0,107395.55,37.37,1.94,9782,4507,8.14,692720.53,6.45,1.46,1968789
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-07-02,Engagement,Discover,Mobile,35-44,Female,1562351,35667,2.28,1272492,81.45,1145242,1017993,763495,60.0,73158.68,46.83,2.05,7264,3249,9.11,581835.96,7.95,1.42,1098346
Holiday_Campaign_2024,Camera_Squad,Camera_Ad,2024-07-02,Video_Views,Camera,Mobile,25-34,Female,2523311,54290,2.15,2216369,87.84,1994732,1773095,1329821,60.0,88420.73,35.04,1.63,10273,5909,10.88,1044748.85,11.82,1.61,1570987
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-07-02,Video_Views,Discover,Mobile,25-34,Male,1530307,21759,1.42,1279701,83.62,1151730,1023760,767820,60.0,41474.53,27.1,1.91,7115,2176,10.0,297708.39,7.18,1.41,1086284
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-07-02,Conversions,Spotlight,Mobile,18-24,Female,1174978,14982,1.28,988272,84.11,889444,790617,592963,60.0,32509.1,27.67,2.17,8846,1515,10.11,265863.65,8.18,1.7,689390
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-07-02,Engagement,Stories,Mobile,18-24,Female,1330186,23928,1.8,1009594,75.9,908634,807675,605756,60.0,47532.55,35.73,1.99,7479,2205,9.22,380863.35,8.01,1.54,862077
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-07-02,App_Installs,Discover,Mobile,25-34,Female,1993875,28834,1.45,1778172,89.18,1600354,1422537,1066903,60.0,55756.48,27.96,1.93,7213,2107,7.31,383879.02,6.88,1.53,1300779
Cyber_Monday_2024,Stories_Squad,Stories_Ad,2024-07-02,Video_Views,Stories,Mobile,18-24,Male,1538987,23599,1.53,1354944,88.04,1219449,1083955,812966,60.0,49208.36,31.97,2.09,9582,2795,11.84,447450.82,9.09,1.55,991329
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-07-02,Video_Views,Camera,Mobile,25-34,Female,1814949,33588,1.85,1520341,83.77,1368306,1216272,912204,60.0,51934.11,28.61,1.55,7305,2938,8.75,519901.64,10.01,1.44,1263748
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-07-02,Video_Views,Discover,Mobile,18-24,Female,1775838,27413,1.54,1584422,89.22,1425979,1267537,950653,60.0,43186.11,24.32,1.58,8199,2854,10.41,402002.88,9.31,1.5,1182722
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-07-02,Conversions,Spotlight,Mobile,35-44,Female,1076983,16288,1.51,918782,85.31,826903,735025,551269,60.0,26946.95,25.02,1.65,9975,1690,10.38,300712.76,11.16,1.66,647788
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-07-02,Video_Views,Stories,Mobile,18-24,Female,2416538,33765,1.4,1976660,81.8,1778994,1581328,1185996,60.0,53991.47,22.34,1.6,8721,3479,10.3,599868.91,11.11,1.67,1446910
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-07-02,App_Installs,Stories,Mobile,18-24,Male,1451439,32962,2.27,1207951,83.22,1087155,966360,724770,60.0,71962.86,49.58,2.18,8675,3097,9.4,479790.78,6.67,1.44,1009136
Back_To_School_2024,Camera_Squad,Camera_Ad,2024-07-02,App_Installs,Camera,Mobile,18-24,Male,1727617,30916,1.79,1533374,88.76,1380036,1226699,920024,60.0,64788.71,37.5,2.1,8953,2679,8.67,407203.7,6.29,1.54,1121138
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-07-02,Engagement,Discover,Mobile,25-34,Male,1158767,24536,2.12,959176,82.78,863258,767340,575505,60.0,42378.42,36.57,1.73,8021,1724,7.03,254228.91,6.0,1.41,820878
Spring_Launch_2024,Spotlight_Squad,Spotlight_Ad,2024-07-02,App_Installs,Spotlight,Mobile,35-44,Male,1785752,31385,1.76,1424988,79.8,1282489,1139990,854992,60.0,47266.37,26.47,1.51,8200,2581,8.22,418424.53,8.85,1.52,1172743
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-07-02,Video_Views,Camera,Mobile,18-24,Female,1767354,40697,2.3,1430920,80.96,1287828,1144736,858552,60.0,68008.26,38.48,1.67,7676,3167,7.78,500299.55,7.36,1.46,1208406
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-07-02,Engagement,Stories,Mobile,18-24,Female,2285797,29323,1.28,1866451,81.65,1679805,1493160,1119870,60.0,60233.55,26.35,2.05,9542,2436,8.31,397212.65,6.59,1.63,1398101
Valentine_Day_2024,Camera_Squad,Camera_Ad,2024-07-02,App_Installs,Camera,Mobile,35-44,Male,1022329,22294,2.18,797315,77.99,717583,637852,478389,60.0,47420.55,46.38,2.13,10112,1869,8.38,319017.39,6.73,1.6,640488
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-07-02,Conversions,Discover,Mobile,25-34,Male,885893,12870,1.45,734266,82.88,660839,587412,440559,60.0,19827.97,22.38,1.54,8269,968,7.52,175499.16,8.85,1.4,630705
Valentine_Day_2024,Stories_Squad,Stories_Ad,2024-07-02,Conversions,Stories,Mobile,18-24,Male,2785358,51484,1.85,2205383,79.18,1984844,1764306,1323229,60.0,102956.42,36.96,2.0,9298,5188,10.08,951883.94,9.25,1.61,1725407
New_Year_2024,Camera_Squad,Camera_Ad,2024-07-02,App_Installs,Camera,Mobile,35-44,Male,1781541,24634,1.38,1331969,74.76,1198772,1065575,799181,60.0,54677.65,30.69,2.22,8004,2677,10.87,465162.76,8.51,1.54,1160254
New_Year_2024,Spotlight_Squad,Spotlight_Ad,2024-07-02,Conversions,Spotlight,Mobile,25-34,Male,1706169,26743,1.57,1380992,80.94,1242892,1104793,828595,60.0,54546.88,31.97,2.04,7316,2518,9.42,351812.98,6.45,1.7,1002107
New_Year_2024,Stories_Squad,Stories_Ad,2024-07-02,Engagement,Stories,Mobile,35-44,Male,1201117,27239,2.27,1024323,85.28,921890,819458,614593,60.0,56476.01,47.02,2.07,10008,2455,9.01,376498.73,6.67,1.67,719579
Holiday_Campaign_2024,Camera_Squad,Camera_Ad,2024-07-03,Video_Views,Camera,Mobile,25-34,Female,1791457,25825,1.44,1490555,83.2,1341499,1192444,894333,60.0,47534.98,26.53,1.84,8839,2554,9.89,463338.94,9.75,1.51,1183024
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-07-03,Engagement,Spotlight,Mobile,25-34,Male,1298821,17247,1.33,1010612,77.81,909550,808489,606367,60.0,25939.98,19.97,1.5,9869,1818,10.54,310368.7,11.96,1.66,782782
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-07-03,App_Installs,Stories,Mobile,35-44,Female,1606166,25462,1.59,1266189,78.83,1139570,1012951,759713,60.0,44698.73,27.83,1.76,10393,1997,7.84,318460.88,7.12,1.57,1024674
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-07-03,App_Installs,Discover,Mobile,35-44,Female,1046013,14785,1.41,790544,75.58,711489,632435,474326,60.0,28729.07,27.47,1.94,8793,996,6.74,175444.51,6.11,1.53,681531
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-07-03,Engagement,Camera,Mobile,25-34,Male,1560865,22546,1.44,1217188,77.98,1095469,973750,730312,60.0,38687.24,24.79,1.72,10336,2190,9.71,319927.58,8.27,1.67,936711
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-07-03,Engagement,Stories,Mobile,35-44,Female,984678,20943,2.13,864363,87.78,777926,691490,518617,60.0,35601.81,36.16,1.7,9196,1505,7.19,215200.21,6.04,1.48,665313
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-07-03,Video_Views,Camera,Mobile,35-44,Male,1074981,24428,2.27,926483,86.19,833834,741186,555889,60.0,38970.72,36.25,1.6,7212,1901,7.78,335384.49,8.61,1.63,658113
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-07-03,Conversions,Discover,Mobile,35-44,Female,2499349,42357,1.69,2248730,89.97,2023857,1798984,1349238,60.0,83070.07,33.24,1.96,8133,2939,6.94,533420.02,6.42,1.62,1546128
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-07-03,Video_Views,Spotlight,Mobile,35-44,Male,2046954,26924,1.32,1697787,82.94,1528008,1358229,1018672,60.0,42304.49,20.67,1.57,9755,2329,8.65,355950.55,8.41,1.46,1403123
Summer_Sale_2024,Camera_Squad,Camera_Ad,2024-07-03,App_Installs,Camera,Mobile,25-34,Female,1857382,30755,1.66,1502578,80.9,1352320,1202062,901546,60.0,48963.3,26.36,1.59,8236,3336,10.85,566943.06,11.58,1.64,1132537
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-07-03,Conversions,Stories,Mobile,35-44,Male,1160244,22490,1.94,890078,76.71,801070,712062,534046,60.0,49693.71,42.83,2.21,10131,2417,10.75,373985.92,7.53,1.51,766008
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-07-03,Engagement,Spotlight,Mobile,35-44,Female,2280713,33035,1.45,1847069,80.99,1662362,1477655,1108241,60.0,69503.24,30.47,2.1,10071,3302,10.0,552209.21,7.95,1.43,1591223
Back_To_School_2024,Camera_Squad,Camera_Ad,2024-07-03,Conversions,Camera,Mobile,25-34,Male,2237475,30484,1.36,1873493,83.73,1686143,1498794,1124095,60.0,61820.85,27.63,2.03,9735,3236,10.62,534336.01,8.64,1.65,1357436
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-07-03,Conversions,Discover,Mobile,35-44,Female,2627330,35548,1.35,2164900,82.4,1948410,1731920,1298940,60.0,57187.61,21.77,1.61,8873,2951,8.3,403897.15,7.06,1.57,1673721
Back_To_School_2024,Spotlight_Squad,Spotlight_Ad,2024-07-03,App_Installs,Spotlight,Mobile,35-44,Female,2328320,46020,1.98,2062482,88.58,1856233,1649985,1237489,60.0,75447.15,32.4,1.64,10352,3269,7.1,578200.4,7.66,1.65,1409471
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-07-03,Engagement,Stories,Mobile,35-44,Female,2027441,36513,1.8,1844800,90.99,1660320,1475840,1106880,60.0,56670.32,27.95,1.55,10190,2962,8.11,493572.19,8.71,1.59,1278303
Spring_Launch_2024,Spotlight_Squad,Spotlight_Ad,2024-07-03,Engagement,Spotlight,Mobile,25-34,Female,1499476,27790,1.85,1267182,84.51,1140463,1013745,760309,60.0,54552.29,36.38,1.96,7638,2181,7.85,334781.73,6.14,1.44,1041653
Spring_Launch_2024,Discover_Squad,Discover_Ad,2024-07-03,App_Installs,Discover,Mobile,25-34,Male,2137211,39916,1.87,1866903,87.35,1680212,1493522,1120141,60.0,80154.1,37.5,2.01,8463,3027,7.58,494318.22,6.17,1.43,1491354
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-07-03,Video_Views,Discover,Mobile,35-44,Male,2851131,49848,1.75,2197373,77.07,1977635,1757898,1318423,60.0,88140.32,30.91,1.77,10026,5828,11.69,882047.99,10.01,1.43,1989669
Valentine_Day_2024,Stories_Squad,Stories_Ad,2024-07-03,App_Installs,Stories,Mobile,35-44,Female,1516563,20472,1.35,1315279,86.73,1183751,1052223,789167,60.0,35017.75,23.09,1.71,9667,2203,10.76,346416.09,9.89,1.54,982861
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-07-03,Engagement,Spotlight,Mobile,18-24,Male,1133938,19714,1.74,917863,80.94,826076,734290,550717,60.0,34535.62,30.46,1.75,8784,1841,9.34,321847.99,9.32,1.58,716682
New_Year_2024,Spotlight_Squad,Spotlight_Ad,2024-07-03,Conversions,Spotlight,Mobile,18-24,Female,2536557,39341,1.55,2011664,79.31,1810497,1609331,1206998,60.0,85398.52,33.67,2.17,7061,4104,10.43,671845.16,7.87,1.49,1697473
New_Year_2024,Camera_Squad,Camera_Ad,2024-07-03,Conversions,Camera,Mobile,18-24,Female,1603694,29031,1.81,1343245,83.76,1208920,1074596,805947,60.0,50687.36,31.61,1.75,8382,2000,6.89,290560.57,5.73,1.41,1136372
New_Year_2024,Stories_Squad,Stories_Ad,2024-07-03,Video_Views,Stories,Mobile,25-34,Male,793694,10452,1.32,597838,75.32,538054,478270,358702,60.0,21015.99,26.48,2.01,9551,983,9.4,157690.78,7.5,1.62,489396
Holiday_Campaign_2024,Camera_Squad,Camera_Ad,2024-07-04,App_Installs,Camera,Mobile,35-44,Male,1463094,21436,1.47,1204826,82.35,1084343,963860,722895,60.0,36266.43,24.79,1.69,9829,1673,7.8,279343.16,7.7,1.49,979726
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-07-04,Video_Views,Discover,Mobile,18-24,Female,2023423,27092,1.34,1603418,79.24,1443076,1282734,962050,60.0,59743.39,29.53,2.21,8763,2636,9.73,448297.61,7.5,1.71,1185637
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,Video_Views,Spotlight,Mobile,25-34,Female,1301383,24397,1.87,1171046,89.98,1053941,936836,702627,60.0,53591.19,41.18,2.2,9304,2299,9.42,363227.82,6.78,1.41,921186
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-07-04,Engagement,Discover,Mobile,35-44,Female,612965,10806,1.76,482330,78.69,434097,385864,289398,60.0,19749.64,32.22,1.83,7531,967,8.95,158532.83,8.03,1.58,387013
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,App_Installs,Spotlight,Mobile,35-44,Male,839441,18103,2.16,719590,85.72,647631,575672,431754,60.0,31325.29,37.32,1.73,7097,2100,11.6,377550.52,12.05,1.63,513918
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-07-04,Engagement,Camera,Mobile,35-44,Male,1459043,31425,2.15,1324323,90.77,1191890,1059458,794593,60.0,67201.7,46.06,2.14,7818,3065,9.75,494821.3,7.36,1.7,858820
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-07-04,App_Installs,Camera,Mobile,25-34,Female,1122393,21760,1.94,942253,83.95,848027,753802,565351,60.0,44163.02,39.35,2.03,8399,1737,7.98,283335.49,6.42,1.68,669460
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-07-04,Video_Views,Discover,Mobile,18-24,Female,1621532,32574,2.01,1477939,91.14,1330145,1182351,886763,60.0,54908.02,33.86,1.69,9942,2993,9.19,454389.66,8.28,1.56,1041474
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,Conversions,Spotlight,Mobile,35-44,Female,1898399,42012,2.21,1482237,78.08,1334013,1185789,889342,60.0,89329.58,47.06,2.13,8054,2844,6.77,508088.46,5.69,1.59,1191776
Summer_Sale_2024,Camera_Squad,Camera_Ad,2024-07-04,App_Installs,Camera,Mobile,18-24,Male,1657911,37733,2.28,1251609,75.49,1126448,1001287,750965,60.0,65679.98,39.62,1.74,8438,4214,11.17,653214.73,9.95,1.64,1012801
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-07-04,Conversions,Stories,Mobile,18-24,Male,2165329,48690,2.25,1891373,87.35,1702235,1513098,1134823,60.0,90260.82,41.68,1.85,7872,5792,11.9,917066.6,10.16,1.69,1283110
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,Conversions,Spotlight,Mobile,18-24,Male,1958552,27996,1.43,1771110,90.43,1593999,1416888,1062666,60.0,57320.92,29.27,2.05,10235,2217,7.92,364383.06,6.36,1.47,1329442
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-07-04,App_Installs,Discover,Mobile,25-34,Female,2970972,53964,1.82,2601360,87.56,2341224,2081088,1560816,60.0,102315.05,34.44,1.9,8802,5121,9.49,724660.49,7.08,1.66,1786736
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-07-04,App_Installs,Stories,Mobile,35-44,Male,1884777,24176,1.28,1634085,86.7,1470676,1307268,980451,60.0,36361.67,19.29,1.5,8645,2351,9.72,380582.94,10.47,1.41,1339974
Back_To_School_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,App_Installs,Spotlight,Mobile,35-44,Male,665198,12344,1.86,589779,88.66,530801,471823,353867,60.0,27374.9,41.15,2.22,7625,1088,8.81,164695.28,6.02,1.42,467544
Spring_Launch_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,Conversions,Spotlight,Mobile,18-24,Female,1919189,32591,1.7,1446722,75.38,1302049,1157377,868033,60.0,56610.35,29.5,1.74,7892,2576,7.9,435169.8,7.69,1.41,1359443
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-07-04,Video_Views,Stories,Mobile,18-24,Male,1699001,22423,1.32,1420922,83.63,1278829,1136737,852553,60.0,34356.68,20.22,1.53,9827,2600,11.6,449240.64,13.08,1.49,1139237
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-07-04,Engagement,Camera,Mobile,35-44,Male,2383108,54965,2.31,2062620,86.55,1856358,1650096,1237572,60.0,118957.86,49.92,2.16,7401,5108,9.29,723390.32,6.08,1.53,1557749
Valentine_Day_2024,Stories_Squad,Stories_Ad,2024-07-04,App_Installs,Stories,Mobile,35-44,Male,1470178,26185,1.78,1250162,85.03,1125145,1000129,750097,60.0,38948.48,26.49,1.49,8294,1967,7.51,313901.45,8.06,1.41,1041717
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,Conversions,Spotlight,Mobile,18-24,Female,1161386,23597,2.03,983960,84.72,885564,787168,590376,60.0,40143.34,34.57,1.7,7414,2054,8.7,300807.46,7.49,1.41,825260
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-07-04,Video_Views,Discover,Mobile,25-34,Male,1431376,18434,1.29,1121934,78.38,1009740,897547,673160,60.0,37928.85,26.5,2.06,6994,1391,7.55,194521.67,5.13,1.55,925640
New_Year_2024,Camera_Squad,Camera_Ad,2024-07-04,Video_Views,Camera,Mobile,35-44,Female,927735,19781,2.13,811828,87.51,730645,649462,487096,60.0,42671.63,46.0,2.16,9684,2206,11.15,372356.09,8.73,1.69,549036
New_Year_2024,Discover_Squad,Discover_Ad,2024-07-04,App_Installs,Discover,Mobile,25-34,Male,972777,20652,2.12,808774,83.14,727896,647019,485264,60.0,34124.28,35.08,1.65,7501,2293,11.1,391882.45,11.48,1.4,693102
New_Year_2024,Spotlight_Squad,Spotlight_Ad,2024-07-04,Video_Views,Spotlight,Mobile,35-44,Male,861788,12829,1.49,757133,87.86,681419,605706,454279,60.0,20761.32,24.09,1.62,9866,873,6.8,160571.69,7.73,1.7,506926
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-07-05,Conversions,Stories,Mobile,35-44,Male,1228670,26649,2.17,1030936,83.91,927842,824748,618561,60.0,57220.92,46.57,2.15,7831,3078,11.55,419952.2,7.34,1.68,730817
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-07-05,Video_Views,Discover,Mobile,25-34,Female,1491452,33100,2.22,1227987,82.33,1105188,982389,736792,60.0,63855.2,42.81,1.93,7894,2476,7.48,432404.7,6.77,1.41,1060053
Holiday_Campaign_2024,Camera_Squad,Camera_Ad,2024-07-05,App_Installs,Camera,Mobile,18-24,Male,1162755,15732,1.35,976501,83.98,878850,781200,585900,60.0,29136.6,25.06,1.85,8775,1138,7.23,178915.42,6.14,1.59,730714
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-07-05,App_Installs,Camera,Mobile,25-34,Male,1050578,13333,1.27,917498,87.33,825748,733998,550498,60.0,26767.74,25.48,2.01,10284,1128,8.46,156274.16,5.84,1.46,717693
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-07-05,Conversions,Stories,Mobile,18-24,Male,1849534,29766,1.61,1438036,77.75,1294232,1150428,862821,60.0,56761.76,30.69,1.91,8909,2171,7.29,332374.26,5.86,1.48,1249566
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-07-05,Engagement,Spotlight,Mobile,25-34,Female,1600921,27437,1.71,1345270,84.03,1210743,1076216,807162,60.0,40725.83,25.44,1.48,9419,1885,6.87,336096.23,8.25,1.68,952746
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-07-05,Video_Views,Discover,Mobile,18-24,Male,2053932,31883,1.55,1660607,80.85,1494546,1328485,996364,60.0,60609.64,29.51,1.9,7261,3605,11.31,653267.34,10.78,1.47,1399021
Cyber_Monday_2024,Stories_Squad,Stories_Ad,2024-07-05,Video_Views,Stories,Mobile,25-34,Female,1772195,30182,1.7,1462302,82.51,1316071,1169841,877381,60.0,45767.07,25.83,1.52,8009,2262,7.49,393462.81,8.6,1.55,1141319
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-07-05,Conversions,Camera,Mobile,25-34,Male,964925,21061,2.18,840771,87.13,756693,672616,504462,60.0,35414.35,36.7,1.68,8983,1492,7.08,220959.1,6.24,1.42,679981
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-07-05,Video_Views,Discover,Mobile,25-34,Female,2532339,48218,1.9,2045523,80.78,1840970,1636418,1227313,60.0,100161.28,39.55,2.08,8828,4498,9.33,636934.34,6.36,1.66,1523907
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-07-05,Engagement,Spotlight,Mobile,18-24,Female,3071598,48931,1.59,2737849,89.13,2464064,2190279,1642709,60.0,100084.97,32.58,2.05,9495,3820,7.81,526183.44,5.26,1.67,1837553
Summer_Sale_2024,Camera_Squad,Camera_Ad,2024-07-05,Conversions,Camera,Mobile,35-44,Male,1832605,30439,1.66,1521579,83.03,1369421,1217263,912947,60.0,61390.79,33.5,2.02,8842,2150,7.06,334337.01,5.45,1.54,1187637
Back_To_School_2024,Spotlight_Squad,Spotlight_Ad,2024-07-05,App_Installs,Spotlight,Mobile,25-34,Female,1067638,15431,1.45,940695,88.11,846625,752556,564417,60.0,30749.82,28.8,1.99,7441,1467,9.51,248769.95,8.09,1.57,681753
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-07-05,Conversions,Stories,Mobile,25-34,Female,908066,16587,1.83,774703,85.31,697232,619762,464821,60.0,28697.49,31.6,1.73,8525,1898,11.44,311639.74,10.86,1.68,541300
