Campaign_Name,Ad_Group_Name,Keyword,Match_Type,Date,Network,Device,Location,Age,Gender,Impressions,Clicks,CTR,Avg_CPC,Cost,Conversions,Conv_Rate,Cost_Per_Conv,Conv_Value,ROAS,Quality_Score,Impression_Share,Search_Impr_Share,Top_Impr_Rate
Black_Friday_2024,bf_AG,bf deals,Broad,2024-06-18,Search,Desktop,United States,18-24,Male,406205,11974,2.95,1.52,18254.99,1217,10.16,15.0,186863.24,10.24,7,79.2,75.6,66.8
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-18,Search,Mobile,United States,35-44,Male,755601,24117,3.19,1.82,43976.75,2355,9.76,18.67,359748.49,8.18,7,82.8,71.6,67.0
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-18,Shopping,Mobile,United States,35-44,Male,891592,22238,2.49,1.77,39286.64,2452,11.03,16.02,424036.32,10.79,7,78.3,76.2,75.8
Cyber_Monday_2024,tech_AG,tech sale,Broad,2024-06-18,Shopping,Desktop,United States,45-54,Male,669917,12317,1.84,1.89,23238.49,1087,8.83,21.38,163981.38,7.06,9,79.3,63.7,73.9
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-18,Search,Mobile,United States,35-44,Male,797432,16514,2.07,1.8,29699.67,1662,10.06,17.87,304212.97,10.24,10,82.1,69.1,77.6
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-18,Search,Desktop,United States,45-54,Male,420707,7773,1.85,1.98,15372.93,725,9.33,21.2,103769.91,6.75,7,84.0,78.6,59.5
Summer_Sale_2024,summer_AG,summer clothing,Exact,2024-06-18,Shopping,Mobile,United States,35-44,Female,884345,20840,2.36,1.95,40689.46,2072,9.94,19.64,361571.97,8.89,9,73.6,67.7,68.3
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-18,Shopping,Desktop,United States,25-34,Male,817013,22029,2.7,2.11,46372.44,2004,9.1,23.14,327450.96,7.06,9,76.4,68.4,61.0
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-18,Search,Desktop,United States,18-24,Female,617994,11250,1.82,1.57,17608.58,811,7.21,21.71,117453.55,6.67,7,72.2,70.2,60.2
Back_To_School_2024,student_AG,student laptop,Broad,2024-06-18,Search,Mobile,United States,45-54,Female,483996,8503,1.76,1.85,15738.75,851,10.01,18.49,127281.14,8.09,10,78.2,64.2,58.1
Spring_Sale_2024,spring_AG,spring sale,Broad,2024-06-18,Shopping,Mobile,United States,25-34,Male,539351,13172,2.44,1.69,22280.69,976,7.41,22.83,130807.73,5.87,10,81.7,68.6,62.3
Spring_Sale_2024,spring_AG,spring deals,Phrase,2024-06-18,Search,Mobile,United States,25-34,Female,727482,13159,1.81,1.78,23482.58,959,7.29,24.49,143232.59,6.1,7,64.0,82.5,75.4
Spring_Sale_2024,spring_AG,spring fashion,Exact,2024-06-18,Shopping,Desktop,United States,18-24,Male,451562,10919,2.42,2.02,22101.74,916,8.39,24.13,168015.31,7.6,10,74.7,66.2,60.2
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-18,Shopping,Desktop,United States,25-34,Male,1222539,22281,1.82,2.4,53420.05,2110,9.47,25.32,334879.17,6.27,7,68.0,68.8,68.6
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-18,Search,Desktop,United States,45-54,Male,428719,11949,2.79,1.95,23268.21,938,7.85,24.81,171381.0,7.37,7,84.6,82.1,69.1
Valentine_Day_2024,valentine_AG,valentine flowers,Broad,2024-06-18,Search,Mobile,United States,45-54,Female,455673,8475,1.86,1.9,16125.85,821,9.69,19.64,135321.08,8.39,10,77.9,80.5,58.6
New_Year_2024,new_AG,new year deals,Broad,2024-06-18,Shopping,Mobile,United States,35-44,Male,897329,20157,2.25,1.55,31178.59,2058,10.21,15.15,398540.27,12.78,7,81.0,79.7,75.6
New_Year_2024,new_AG,new year sale,Phrase,2024-06-18,Shopping,Desktop,United States,18-24,Male,602520,16693,2.77,1.79,29821.24,1205,7.22,24.75,207489.21,6.96,10,80.3,70.7,66.0
New_Year_2024,fitness_AG,fitness equipment,Exact,2024-06-18,Shopping,Desktop,United States,45-54,Female,1130908,28585,2.53,2.49,71070.44,2958,10.35,24.03,515335.08,7.25,10,64.0,68.5,66.3
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-19,Shopping,Desktop,United States,18-24,Female,341376,7999,2.34,2.33,18620.26,746,9.33,24.96,115564.77,6.21,8,81.4,68.7,59.1
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-19,Search,Mobile,United States,18-24,Male,625265,10967,1.75,2.33,25578.89,1003,9.15,25.5,170166.55,6.65,10,78.6,76.4,69.3
Holiday_Shopping_2024,best_AG,best deals,Exact,2024-06-19,Shopping,Mobile,United States,45-54,Female,642144,15484,2.41,2.3,35687.67,1542,9.96,23.14,223848.01,6.27,10,74.0,80.3,74.7
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-19,Search,Desktop,United States,25-34,Male,242017,5045,2.08,1.92,9705.95,312,6.18,31.11,46550.78,4.8,10,69.6,66.7,65.9
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-19,Search,Mobile,United States,18-24,Female,489133,10350,2.12,2.08,21549.4,910,8.79,23.68,169244.52,7.85,10,72.6,66.9,76.0
Black_Friday_2024,bf_AG,bf deals,Broad,2024-06-19,Shopping,Mobile,United States,35-44,Male,574075,15398,2.68,1.59,24532.7,928,6.03,26.44,133681.39,5.45,7,68.2,65.0,63.1
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-19,Shopping,Desktop,United States,35-44,Male,608440,17533,2.88,2.21,38739.55,1136,6.48,34.1,223211.57,5.76,9,80.7,65.6,60.3
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-19,Shopping,Desktop,United States,35-44,Male,409111,11650,2.85,1.74,20227.74,736,6.32,27.48,117642.7,5.82,8,79.7,68.7,67.6
Cyber_Monday_2024,tech_AG,tech sale,Broad,2024-06-19,Search,Desktop,United States,35-44,Female,383021,9168,2.39,1.86,17042.78,748,8.16,22.78,121727.25,7.14,8,65.8,64.1,63.1
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-19,Search,Desktop,United States,18-24,Male,419746,8937,2.13,1.52,13624.85,691,7.73,19.72,100944.79,7.41,9,83.8,80.8,63.9
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-19,Shopping,Mobile,United States,18-24,Female,933237,29711,3.18,2.02,60137.93,3053,10.28,19.7,569508.86,9.47,8,84.9,68.7,58.7
Summer_Sale_2024,summer_AG,summer clothing,Exact,2024-06-19,Shopping,Desktop,United States,35-44,Male,537215,14004,2.61,2.03,28432.01,1046,7.47,27.18,155242.17,5.46,7,79.7,69.5,70.1
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-19,Shopping,Desktop,United States,25-34,Male,875412,20972,2.4,1.69,35514.12,2168,10.34,16.38,299559.16,8.43,8,82.4,80.4,69.4
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-19,Search,Desktop,United States,25-34,Female,895743,20485,2.29,2.34,47967.35,1494,7.29,32.11,252404.16,5.26,10,63.8,82.6,77.1
Back_To_School_2024,student_AG,student laptop,Broad,2024-06-19,Search,Mobile,United States,35-44,Female,727082,17339,2.38,1.68,29105.44,1467,8.46,19.84,270269.94,9.29,8,77.4,73.6,75.1
Spring_Sale_2024,spring_AG,spring sale,Broad,2024-06-19,Shopping,Desktop,United States,45-54,Female,884351,26883,3.04,1.94,52138.33,1602,5.96,32.55,288853.69,5.54,7,83.5,72.7,67.1
Spring_Sale_2024,spring_AG,spring deals,Phrase,2024-06-19,Search,Mobile,United States,25-34,Female,1070279,32934,3.08,2.47,81492.55,2540,7.71,32.08,434973.62,5.34,8,82.3,73.7,67.2
Spring_Sale_2024,spring_AG,spring fashion,Exact,2024-06-19,Search,Desktop,United States,45-54,Female,349457,7986,2.29,1.69,13512.92,502,6.29,26.92,86473.88,6.4,10,72.3,81.4,62.3
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-19,Shopping,Desktop,United States,35-44,Male,709934,22758,3.21,2.06,46797.08,1756,7.72,26.65,331566.21,7.09,8,80.5,74.6,75.9
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-19,Search,Desktop,United States,25-34,Male,323224,7569,2.34,2.31,17488.55,599,7.91,29.2,115705.6,6.62,10,67.2,69.4,66.5
Valentine_Day_2024,valentine_AG,valentine flowers,Broad,2024-06-19,Shopping,Desktop,United States,18-24,Female,1018735,20813,2.04,1.51,31424.8,2274,10.93,13.82,435057.06,13.84,8,70.5,72.6,67.8
New_Year_2024,new_AG,new year deals,Broad,2024-06-19,Shopping,Desktop,United States,45-54,Female,879633,23271,2.65,2.33,54138.38,2466,10.6,21.95,417624.27,7.71,8,70.2,73.0,75.2
New_Year_2024,new_AG,new year sale,Phrase,2024-06-19,Shopping,Mobile,United States,18-24,Female,1044720,32319,3.09,2.4,77418.1,2538,7.85,30.5,410078.66,5.3,9,79.0,64.5,67.3
New_Year_2024,fitness_AG,fitness equipment,Exact,2024-06-19,Shopping,Desktop,United States,18-24,Male,733102,22153,3.02,2.44,54115.0,1478,6.67,36.61,260193.82,4.81,8,78.1,78.7,72.0
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-20,Shopping,Mobile,United States,45-54,Male,720087,15746,2.19,1.67,26220.75,1676,10.64,15.64,278954.02,10.64,10,85.7,71.9,69.1
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-20,Shopping,Mobile,United States,35-44,Female,507301,14944,2.95,1.73,25870.3,1108,7.41,23.35,153408.42,5.93,7,81.9,79.4,59.5
Holiday_Shopping_2024,best_AG,best deals,Exact,2024-06-20,Search,Mobile,United States,25-34,Female,304357,7380,2.42,2.04,15068.33,635,8.6,23.73,125020.69,8.3,7,80.9,64.5,63.8
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-20,Shopping,Mobile,United States,18-24,Male,351292,7808,2.22,2.29,17848.66,608,7.79,29.36,100016.1,5.6,9,75.8,68.0,64.4
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-20,Search,Mobile,United States,45-54,Male,1067383,32555,3.05,1.54,50039.64,2941,9.03,17.01,511165.63,10.22,10,80.3,77.2,75.7
Black_Friday_2024,bf_AG,bf deals,Broad,2024-06-20,Search,Desktop,United States,35-44,Male,333260,7773,2.33,2.28,17738.68,798,10.27,22.23,119280.82,6.72,7,76.9,66.0,75.2
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-20,Shopping,Mobile,United States,18-24,Male,1123430,23402,2.08,2.12,49700.54,2000,8.55,24.85,298165.13,6.0,8,83.8,65.3,67.3
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-20,Search,Desktop,United States,18-24,Female,841101,25109,2.99,1.65,41434.37,2274,9.06,18.22,301152.51,7.27,8,82.3,67.2,72.5
Cyber_Monday_2024,tech_AG,tech sale,Broad,2024-06-20,Search,Mobile,United States,18-24,Male,611744,11165,1.83,1.68,18793.26,816,7.31,23.03,155467.61,8.27,9,74.6,82.1,58.8
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-20,Shopping,Desktop,United States,45-54,Male,674824,21407,3.17,2.22,47607.39,2128,9.94,22.37,409519.07,8.6,10,85.9,64.2,61.0
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-20,Search,Desktop,United States,45-54,Male,760566,22646,2.98,1.86,42020.78,2032,8.97,20.68,382919.52,9.11,8,79.1,63.5,66.9
Summer_Sale_2024,summer_AG,summer clothing,Exact,2024-06-20,Search,Mobile,United States,25-34,Male,238448,5885,2.47,1.72,10118.1,350,5.95,28.91,64983.81,6.42,10,85.6,83.2,63.9
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-20,Shopping,Mobile,United States,45-54,Female,511793,14167,2.77,2.3,32585.18,1454,10.26,22.41,285999.47,8.78,10,67.2,78.9,72.8
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-20,Shopping,Mobile,United States,25-34,Male,404116,9451,2.34,1.68,15847.04,1002,10.6,15.82,190416.23,12.02,8,77.6,73.3,62.6
Back_To_School_2024,student_AG,student laptop,Broad,2024-06-20,Shopping,Desktop,United States,18-24,Female,1099889,19383,1.76,1.96,38044.69,2003,10.33,18.99,346158.52,9.1,8,78.0,63.6,63.6
Spring_Sale_2024,spring_AG,spring sale,Broad,2024-06-20,Shopping,Mobile,United States,35-44,Male,810490,14786,1.82,1.83,27072.22,1146,7.75,23.62,188993.06,6.98,10,71.9,72.0,69.0
Spring_Sale_2024,spring_AG,spring deals,Phrase,2024-06-20,Search,Desktop,United States,18-24,Male,353149,7136,2.02,2.33,16644.8,591,8.28,28.16,91865.06,5.52,8,73.5,65.9,62.7
Spring_Sale_2024,spring_AG,spring fashion,Exact,2024-06-20,Shopping,Mobile,United States,25-34,Female,450868,10317,2.29,1.98,20380.78,692,6.71,29.45,98490.22,4.83,8,72.4,70.3,75.8
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-20,Shopping,Desktop,United States,18-24,Male,503343,16304,3.24,2.46,40051.15,1420,8.71,28.21,254801.98,6.36,8,84.8,67.6,64.2
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-20,Search,Desktop,United States,35-44,Male,379873,9860,2.6,1.66,16362.16,1054,10.69,15.52,169149.52,10.34,9,84.4,66.5,72.0
Valentine_Day_2024,valentine_AG,valentine flowers,Broad,2024-06-20,Search,Desktop,United States,35-44,Female,670461,15752,2.35,2.4,37778.7,1286,8.16,29.38,186593.99,4.94,9,85.7,71.7,62.0
New_Year_2024,new_AG,new year deals,Broad,2024-06-20,Shopping,Desktop,United States,45-54,Male,387277,10341,2.67,2.01,20806.38,950,9.19,21.9,166898.45,8.02,7,66.5,68.9,73.1
New_Year_2024,new_AG,new year sale,Phrase,2024-06-20,Search,Mobile,United States,25-34,Male,814158,15326,1.88,1.82,27818.95,1639,10.69,16.97,309595.36,11.13,9,78.8,63.6,70.2
New_Year_2024,fitness_AG,fitness equipment,Exact,2024-06-20,Shopping,Mobile,United States,35-44,Female,567381,15555,2.74,2.23,34706.5,1319,8.48,26.31,174439.38,5.03,7,78.7,80.0,69.8
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-21,Search,Desktop,United States,35-44,Male,1093341,20614,1.89,2.22,45666.64,1872,9.08,24.39,288002.15,6.31,10,79.2,76.2,70.0
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-21,Search,Desktop,United States,45-54,Male,388746,8530,2.19,2.49,21251.5,695,8.15,30.58,94465.89,4.45,9,84.0,65.8,66.0
Holiday_Shopping_2024,best_AG,best deals,Exact,2024-06-21,Shopping,Mobile,United States,18-24,Female,614669,19643,3.2,1.88,36891.49,1878,9.56,19.64,322064.37,8.73,8,64.7,70.5,65.8
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-21,Shopping,Mobile,United States,18-24,Female,630455,18711,2.97,2.36,44095.36,1412,7.55,31.23,217049.26,4.92,10,75.4,75.9,72.7
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-21,Shopping,Mobile,United States,25-34,Male,595647,18225,3.06,1.52,27786.31,1824,10.01,15.23,314303.0,11.31,9,75.7,75.8,75.8
Black_Friday_2024,bf_AG,bf deals,Broad,2024-06-21,Shopping,Mobile,United States,18-24,Male,978615,19506,1.99,1.94,37778.78,2080,10.66,18.16,386372.33,10.23,9,68.3,77.7,63.0
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-21,Shopping,Desktop,United States,45-54,Male,706836,17341,2.45,1.94,33656.62,1057,6.1,31.84,193520.43,5.75,8,82.8,73.7,61.3
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-21,Shopping,Desktop,United States,35-44,Female,314656,6102,1.94,1.67,10187.33,635,10.41,16.04,103943.62,10.2,8,66.2,67.6,77.2
Cyber_Monday_2024,tech_AG,tech sale,Broad,2024-06-21,Shopping,Desktop,United States,35-44,Male,379156,9567,2.52,2.03,19379.34,623,6.51,31.11,122133.36,6.3,7,65.7,77.4,59.0
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-21,Shopping,Mobile,United States,45-54,Female,301850,9355,3.1,2.27,21221.3,716,7.65,29.64,120566.49,5.68,8,67.5,83.0,72.3
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-21,Shopping,Mobile,United States,35-44,Female,910386,20273,2.23,1.74,35247.42,2019,9.96,17.46,324422.09,9.2,10,71.2,81.9,60.9
Summer_Sale_2024,summer_AG,summer clothing,Exact,2024-06-21,Search,Mobile,United States,18-24,Male,585778,13280,2.27,1.76,23370.83,1186,8.93,19.71,203598.31,8.71,9,65.0,65.2,61.8
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-21,Shopping,Mobile,United States,25-34,Male,233875,4530,1.94,1.74,7880.62,349,7.7,22.58,64295.01,8.16,7,68.7,76.7,59.0
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-21,Search,Desktop,United States,25-34,Male,911922,26829,2.94,2.1,56469.89,1871,6.97,30.18,287772.76,5.1,8,81.9,71.5,63.0
Back_To_School_2024,student_AG,student laptop,Broad,2024-06-21,Search,Desktop,United States,25-34,Female,672649,18202,2.71,2.31,41968.62,1105,6.07,37.98,170607.82,4.07,8,74.1,74.9,61.7
Spring_Sale_2024,spring_AG,spring sale,Broad,2024-06-21,Shopping,Mobile,United States,45-54,Male,386791,10746,2.78,1.85,19835.78,1018,9.47,19.49,160556.08,8.09,8,74.3,65.0,71.1
Spring_Sale_2024,spring_AG,spring deals,Phrase,2024-06-21,Search,Mobile,United States,45-54,Female,504681,15106,2.99,2.05,31019.32,1330,8.8,23.32,255657.19,8.24,9,67.5,73.7,65.6
Spring_Sale_2024,spring_AG,spring fashion,Exact,2024-06-21,Search,Mobile,United States,18-24,Female,563403,16558,2.94,2.26,37379.7,1157,6.99,32.31,170846.48,4.57,7,64.4,76.0,65.4
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-21,Shopping,Desktop,United States,18-24,Female,394296,10667,2.71,2.33,24840.11,707,6.63,35.13,136190.58,5.48,10,64.5,64.1,74.9
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-21,Search,Mobile,United States,45-54,Male,810298,25596,3.16,1.96,50210.47,2731,10.67,18.39,403684.28,8.04,10,77.6,83.8,65.5
Valentine_Day_2024,valentine_AG,valentine flowers,Broad,2024-06-21,Shopping,Desktop,United States,35-44,Male,325651,6011,1.85,2.36,14180.31,508,8.45,27.91,85051.09,6.0,9,81.7,79.8,67.5
New_Year_2024,new_AG,new year deals,Broad,2024-06-21,Search,Desktop,United States,18-24,Male,387787,9511,2.45,2.18,20686.63,582,6.12,35.54,82124.83,3.97,9,82.9,68.9,64.6
New_Year_2024,new_AG,new year sale,Phrase,2024-06-21,Search,Mobile,United States,18-24,Female,948371,25025,2.64,1.58,39594.27,2466,9.85,16.06,425968.65,10.76,9,83.0,73.8,66.3
New_Year_2024,fitness_AG,fitness equipment,Exact,2024-06-21,Search,Mobile,United States,45-54,Male,478099,8398,1.76,1.54,12931.11,555,6.61,23.3,107308.95,8.3,7,83.6,72.9,61.5
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-22,Search,Mobile,United States,45-54,Male,609451,13006,2.13,2.41,31327.85,1119,8.6,28.0,207089.71,6.61,8,75.2,75.4,70.2
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-22,Search,Mobile,United States,35-44,Male,331367,8012,2.42,2.36,18940.76,676,8.44,28.02,108654.93,5.74,8,75.6,70.4,68.3
Holiday_Shopping_2024,best_AG,best deals,Exact,2024-06-22,Search,Mobile,United States,35-44,Male,758412,24283,3.2,1.53,37253.28,2043,8.41,18.23,297990.97,8.0,9,65.1,76.3,77.9
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-22,Shopping,Desktop,United States,35-44,Male,1037331,22105,2.13,1.99,44063.87,1371,6.2,32.14,229080.71,5.2,7,66.0,79.5,59.0
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-22,Search,Mobile,United States,18-24,Male,519141,15794,3.04,2.44,38577.51,1009,6.39,38.23,151762.18,3.93,10,80.4,73.9,77.2
Black_Friday_2024,bf_AG,bf deals,Broad,2024-06-22,Shopping,Mobile,United States,45-54,Female,879322,15431,1.75,1.52,23451.19,1362,8.83,17.22,247392.26,10.55,10,81.5,82.0,62.5
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-22,Shopping,Desktop,United States,18-24,Male,590226,17651,2.99,2.34,41237.6,1420,8.04,29.04,246107.13,5.97,7,76.2,75.1,63.6
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-22,Shopping,Desktop,United States,35-44,Female,407791,11479,2.81,1.7,19467.79,942,8.21,20.67,150587.15,7.74,7,80.6,76.6,67.5
Cyber_Monday_2024,tech_AG,tech sale,Broad,2024-06-22,Search,Mobile,United States,45-54,Female,629502,13498,2.14,1.73,23383.23,968,7.17,24.16,129660.55,5.55,10,79.3,83.6,64.1
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-22,Search,Mobile,United States,35-44,Female,814339,21659,2.66,1.72,37360.35,1301,6.01,28.72,233875.92,6.26,7,79.4,67.1,64.6
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-22,Search,Desktop,United States,18-24,Female,900624,17885,1.99,2.34,41769.41,1218,6.81,34.29,199501.08,4.78,9,75.0,72.4,63.7
Summer_Sale_2024,summer_AG,summer clothing,Exact,2024-06-22,Shopping,Desktop,United States,25-34,Male,779453,22212,2.85,1.78,39441.34,2012,9.06,19.6,378010.98,9.58,8,82.6,65.7,71.2
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-22,Search,Mobile,United States,18-24,Female,325166,7065,2.17,1.89,13363.12,523,7.4,25.55,87574.42,6.55,9,81.8,81.3,72.5
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-22,Shopping,Desktop,United States,45-54,Male,499610,15923,3.19,2.06,32863.15,1336,8.39,24.6,251898.87,7.67,7,67.9,65.5,73.8
Back_To_School_2024,student_AG,student laptop,Broad,2024-06-22,Search,Mobile,United States,35-44,Female,571517,10625,1.86,2.26,24055.91,862,8.11,27.91,153820.43,6.39,8,66.8,83.4,75.8
Spring_Sale_2024,spring_AG,spring sale,Broad,2024-06-22,Shopping,Mobile,United States,18-24,Female,780964,24132,3.09,2.39,57794.35,2003,8.3,28.85,389572.37,6.74,8,85.7,66.8,59.2
Spring_Sale_2024,spring_AG,spring deals,Phrase,2024-06-22,Search,Desktop,United States,35-44,Male,599277,14881,2.48,1.59,23700.62,992,6.67,23.89,194563.08,8.21,9,80.3,81.2,77.6
Spring_Sale_2024,spring_AG,spring fashion,Exact,2024-06-22,Search,Desktop,United States,45-54,Female,447524,12449,2.78,1.68,20964.39,1090,8.76,19.23,158978.66,7.58,9,67.4,64.2,69.6
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-22,Shopping,Desktop,United States,18-24,Male,496740,9603,1.93,2.0,19228.23,907,9.44,21.2,149407.27,7.77,7,84.3,65.7,58.3
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-22,Search,Mobile,United States,35-44,Female,772860,19964,2.58,1.75,35026.98,1359,6.81,25.77,251577.12,7.18,10,68.0,71.7,77.3
Valentine_Day_2024,valentine_AG,valentine flowers,Broad,2024-06-22,Search,Desktop,United States,45-54,Male,770168,19227,2.5,1.86,35767.03,1654,8.6,21.62,298487.9,8.35,7,82.3,76.3,73.9
New_Year_2024,new_AG,new year deals,Broad,2024-06-22,Search,Mobile,United States,45-54,Female,645622,11437,1.77,2.23,25554.96,833,7.28,30.68,158208.99,6.19,7,75.8,72.5,73.6
New_Year_2024,new_AG,new year sale,Phrase,2024-06-22,Shopping,Mobile,United States,35-44,Female,983912,27612,2.81,2.19,60467.55,2368,8.58,25.54,457373.01,7.56,7,83.8,69.3,74.2
New_Year_2024,fitness_AG,fitness equipment,Exact,2024-06-22,Search,Mobile,United States,45-54,Male,771087,20644,2.68,2.06,42435.38,1935,9.37,21.93,276244.48,6.51,8,65.7,80.0,69.5
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-23,Search,Mobile,United States,35-44,Female,471330,11191,2.37,1.8,20124.04,1165,10.41,17.27,192780.16,9.58,9,76.7,67.2,74.1
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-23,Shopping,Mobile,United States,35-44,Female,1120811,32937,2.94,1.99,65638.8,3362,10.21,19.52,485490.57,7.4,10,66.3,71.6,61.5
Holiday_Shopping_2024,best_AG,best deals,Exact,2024-06-23,Search,Desktop,United States,45-54,Female,794507,20877,2.63,1.9,39747.79,2164,10.37,18.37,317870.86,8.0,7,86.2,69.9,68.3
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-23,Shopping,Mobile,United States,45-54,Male,248792,6515,2.62,2.46,16035.27,636,9.76,25.21,94196.43,5.87,9,73.7,71.4,59.8
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-23,Shopping,Desktop,United States,45-54,Male,940416,21838,2.32,1.99,43550.64,1623,7.43,26.83,230560.31,5.29,9,84.0,62.9,66.0
Black_Friday_2024,bf_AG,bf deals,Broad,2024-06-23,Shopping,Mobile,United States,18-24,Female,342195,7573,2.21,1.95,14737.27,668,8.82,22.06,132047.16,8.96,9,80.8,83.2,71.9
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-23,Search,Mobile,United States,18-24,Female,853957,18626,2.18,2.32,43258.22,1514,8.13,28.57,236842.28,5.48,8,85.0,62.3,68.5
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-23,Search,Mobile,United States,25-34,Male,812411,23188,2.85,1.87,43305.31,2013,8.68,21.51,266456.99,6.15,10,75.8,75.0,75.6
Cyber_Monday_2024,tech_AG,tech sale,Broad,2024-06-23,Search,Mobile,United States,25-34,Female,645268,19278,2.99,2.22,42759.89,1801,9.34,23.74,284611.3,6.66,10,72.0,77.5,78.0
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-23,Shopping,Mobile,United States,25-34,Male,773366,24190,3.13,2.09,50473.53,2510,10.38,20.11,367299.77,7.28,9,80.9,80.3,74.8
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-23,Search,Mobile,United States,18-24,Male,1053793,23249,2.21,2.02,47008.32,1738,7.48,27.05,268756.93,5.72,10,70.5,68.3,71.9
Summer_Sale_2024,summer_AG,summer clothing,Exact,2024-06-23,Search,Desktop,United States,18-24,Female,777373,15985,2.06,2.19,35031.43,1188,7.43,29.49,172632.33,4.93,7,80.6,70.0,69.4
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-23,Shopping,Mobile,United States,45-54,Female,371168,9912,2.67,1.71,16929.63,674,6.8,25.12,106162.34,6.27,9,81.5,65.9,60.2
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-23,Shopping,Mobile,United States,35-44,Male,649483,15418,2.37,1.78,27475.26,1147,7.44,23.95,225738.97,8.22,10,68.1,72.1,77.9
Back_To_School_2024,student_AG,student laptop,Broad,2024-06-23,Shopping,Mobile,United States,18-24,Male,701405,19604,2.79,1.87,36680.71,2072,10.57,17.7,398213.82,10.86,7,72.5,66.9,66.5
Spring_Sale_2024,spring_AG,spring sale,Broad,2024-06-23,Shopping,Mobile,United States,45-54,Female,1209305,26267,2.17,2.48,65176.77,2660,10.13,24.5,398073.93,6.11,9,81.5,63.1,69.0
